,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.21,0.68,0.21,0.38,0.91,1.0,0.37,0.71
etics.csv,1.0,0.84,0.21,0.51,0.91,0.6,0.57,0.73
genecys.csv,0.23,0.68,0.21,0.39,1.0,0.39,0.37,0.68
kvs.csv,0.21,0.62,1.0,0.48,1.0,0.26,0.31,0.68
mcore3d.csv,0.24,0.99,0.27,0.43,0.89,0.4,0.41,0.68
miranda.csv,0.43,0.71,0.43,0.48,0.93,0.46,0.67,1.0
ogrehg.csv,0.5,0.76,0.35,0.98,0.92,0.61,0.4,0.74
passwordsafe.csv,0.27,0.75,0.38,0.5,0.85,0.27,1.0,0.72
