,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.98,0.82,0.66,0.82,0.56,0.0,0.78,0.58
etics.csv,0.0,0.18,0.34,0.28,0.44,0.08,0.2,0.49
genecys.csv,0.98,0.89,0.92,1.0,0.0,0.93,0.84,0.9
kvs.csv,0.36,0.28,0.0,0.27,0.0,0.27,0.28,0.22
mcore3d.csv,0.69,0.02,0.49,0.45,0.78,0.57,0.62,0.87
miranda.csv,0.1,0.09,0.05,0.16,0.22,0.27,0.09,0.01
ogrehg.csv,0.17,0.23,0.14,0.01,0.33,0.11,0.27,0.35
passwordsafe.csv,0.38,0.39,0.21,0.36,0.67,0.68,0.0,0.43
