,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.09,0.48,0.55,0.47,0.72,0.98,0.53,0.64
etics.csv,0.93,0.47,0.39,0.5,0.61,0.23,0.51,0.64
genecys.csv,0.09,0.37,0.3,0.0,1.0,0.27,0.46,0.36
kvs.csv,0.35,0.24,0.96,0.43,0.23,0.18,0.27,0.28
mcore3d.csv,0.55,1.0,0.65,0.53,0.56,0.57,0.64,0.42
miranda.csv,0.27,0.12,0.18,0.28,0.46,0.42,0.37,0.98
ogrehg.csv,0.58,0.38,0.34,0.97,0.6,0.34,0.37,0.53
passwordsafe.csv,0.49,0.55,0.54,0.59,0.49,0.4,0.98,0.57
