,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,462.5,213.5,0.0,97.5,0.0,271.5,550.5,0.0,0.0,188.0,1471.5,0.0,632.5,92.5
codeblocks.csv,561.0,95.5,99.0,91.5,89.5,188.0,277.5,96.5,201.5,283.5,427.5,99.0,691.0,96.5
ctrlr.csv,554.5,97.5,0.0,99.0,72.5,733.0,1032.0,83.5,180.0,86.5,255.5,99.0,376.5,96.5
dvt.csv,1240.0,93.5,198.0,290.5,0.0,659.5,96.5,96.5,185.5,272.5,1147.5,99.0,158.0,96.5
flylinkdc.csv,368.0,197.5,99.0,99.0,99.0,563.0,690.0,98.5,194.0,188.0,1367.0,1060.0,1093.0,99.0
kowari.csv,178.0,197.5,110.5,97.5,99.0,277.0,276.5,98.5,194.0,283.5,254.5,99.0,365.0,96.5
ldview.csv,1331.5,95.5,99.0,196.0,99.0,758.5,564.0,92.5,155.5,188.0,1584.0,160.0,1006.5,99.0
maidsafe-dht.csv,268.5,98.5,99.0,238.5,99.0,280.5,195.0,98.5,290.5,283.5,453.5,99.0,1660.0,99.0
n2cms.csv,1134.5,98.5,99.0,95.5,95.5,188.0,195.0,98.5,186.5,188.0,1385.0,429.5,828.5,99.0
nuttx.csv,178.0,165.0,82.5,93.5,99.0,238.5,277.5,98.5,194.0,188.0,334.0,389.5,464.0,99.0
rtb-team.csv,88.5,97.5,0.0,99.0,0.0,279.5,84.5,98.5,86.5,130.0,878.0,293.0,641.5,96.5
super-tux.csv,1424.0,93.5,99.0,97.5,98.5,382.5,465.5,98.5,401.5,283.5,1483.5,99.0,1192.0,99.0
vdsf.csv,943.5,197.5,198.0,99.0,99.0,854.0,1211.0,98.5,290.5,86.5,1590.0,99.0,997.5,99.0
xbrlapi.csv,172.0,98.5,0.5,99.0,75.5,814.5,1130.5,140.0,290.5,102.0,439.5,603.0,2744.5,98.5
