,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.84,0.85,0.34,0.96,0.93
nabu-library.csv,0.87,0.82,0.79,0.72,0.29
pcgen.csv,0.95,0.35,0.99,0.97,0.99
selenium.csv,0.46,0.41,0.65,0.5,0.96
tolven.csv,0.52,0.42,0.91,0.37,0.87
