,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,379.0,255.5,15.5,919.5,194.0,99.0
jruby.csv,82.5,731.0,194.0,309.0,94.5,98.5
pdfedit.csv,182.0,542.0,98.5,395.5,270.5,98.5
rectracker.csv,379.0,444.5,98.5,1005.0,94.5,99.0
wxlua.csv,377.0,169.0,98.5,916.5,194.0,99.0
x4x.csv,282.5,542.0,155.0,1385.0,96.5,98.5
