,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.39,0.77,0.06,0.52,0.48,0.48
jruby.csv,0.55,0.41,0.65,0.17,0.3,0.68
pdfedit.csv,0.28,0.46,0.57,0.76,0.43,0.46
rectracker.csv,0.3,0.51,0.87,0.55,0.61,0.0
wxlua.csv,0.3,0.48,0.52,0.54,0.72,0.25
x4x.csv,0.68,0.56,0.27,0.57,0.2,0.21
