,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.44,0.46,0.67,0.4,0.77,0.55
jruby.csv,0.4,0.65,0.33,0.89,0.96,0.57
pdfedit.csv,0.92,0.56,0.44,0.48,0.64,0.83
rectracker.csv,0.34,0.49,0.41,0.38,0.52,0.45
wxlua.csv,0.86,0.71,0.72,0.46,0.54,0.94
x4x.csv,0.43,0.45,0.95,0.42,0.81,0.47
