,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.24,0.23,0.72,0.43
n2cms.csv,0.27,0.4,0.69,0.63
nassp.csv,0.2,0.12,0.28,0.2
nug.csv,0.84,0.18,0.19,0.61
