,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,99.0,280.5,526.0,867.5
n2cms.csv,99.0,188.0,529.0,370.0
nassp.csv,196.0,185.0,253.5,182.0
nug.csv,99.0,398.0,191.0,866.0
