,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.51,0.42,0.28,0.23
n2cms.csv,0.65,0.27,0.22,0.28
nassp.csv,0.48,0.36,0.38,0.5
nug.csv,0.42,0.21,0.67,0.22
