,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.79,0.7,0.59,0.55,0.04,0.71,0.64
gisgraphy.csv,0.72,1.02,0.68,0.99,0.64,0.64,0.09
haggle.csv,0.64,0.8,0.05,0.92,0.56,0.55,0.79
java-gnome.csv,0.56,0.78,0.72,0.12,0.69,0.78,0.68
magicwars.csv,0.97,0.13,0.98,1.0,0.93,0.96,0.96
orc.csv,0.06,0.96,0.96,1.03,0.75,0.86,0.55
servicestack.csv,0.7,0.75,0.64,0.96,0.67,0.0,0.85
