,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.1,0.56,0.8,0.84,1.0,0.83,0.43
gisgraphy.csv,0.1,0.26,0.68,0.5,0.35,0.34,1.0
haggle.csv,0.26,0.27,0.97,0.61,0.5,0.53,0.38
java-gnome.csv,0.15,0.45,0.64,0.97,0.31,0.33,0.36
magicwars.csv,0.08,0.97,0.65,0.78,0.3,0.27,0.27
orc.csv,1.0,0.16,1.0,0.0,0.43,0.23,0.44
servicestack.csv,0.2,0.52,0.72,0.6,0.47,1.0,0.27
