,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.29,0.36,0.49,0.64,0.97,0.34,0.45
gisgraphy.csv,0.46,0.05,0.6,0.16,0.51,0.69,0.93
haggle.csv,0.43,0.43,0.99,0.22,0.52,0.52,0.27
java-gnome.csv,0.68,0.27,0.44,0.97,0.58,0.28,0.44
magicwars.csv,0.23,0.89,0.09,0.0,0.27,0.17,0.23
orc.csv,0.95,0.27,0.05,0.0,0.3,0.47,0.57
servicestack.csv,0.36,0.29,0.48,0.06,0.4,1.0,0.21
