,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.25,0.11,0.2,0.44,0.0,0.02,0.25
gisgraphy.csv,0.44,0.99,0.61,0.5,0.36,0.63,0.0
haggle.csv,0.12,0.55,0.05,0.44,0.2,0.15,0.17
java-gnome.csv,0.5,0.13,0.41,0.12,0.6,0.17,0.33
magicwars.csv,0.94,0.01,0.98,1.0,0.93,0.96,0.94
orc.csv,0.0,0.61,0.0,0.25,0.15,0.78,0.31
servicestack.csv,0.14,0.11,0.32,0.12,0.16,0.0,0.23
