,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.25,0.31,0.45,0.67,0.96,0.29,0.41
gisgraphy.csv,0.44,0.73,0.7,0.14,0.48,0.88,0.91
haggle.csv,0.38,0.43,1.0,0.19,0.48,0.47,0.23
java-gnome.csv,0.75,0.23,0.41,1.0,0.65,0.24,0.41
magicwars.csv,0.75,0.87,1.0,0.98,0.96,0.94,0.77
orc.csv,0.94,0.25,0.04,0.0,0.26,0.65,0.55
servicestack.csv,0.31,0.25,0.45,0.05,0.35,1.0,0.18
