,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.0,0.03,0.25,0.0,0.04,0.0,0.17,0.06,0.4,1.0,0.11,0.06,0.5,0.95,0.22,0.23,0.0,0.23,0.29,0.03
blogentis.csv,0.5,0.41,0.5,0.56,0.37,0.18,0.96,0.35,0.2,1.0,0.63,0.35,0.5,0.24,0.0,0.62,0.56,0.46,0.15,0.33
free-evolution.csv,0.0,0.51,0.25,0.38,0.37,0.36,0.25,0.08,0.6,0.0,0.22,0.19,0.5,0.33,0.44,0.38,0.16,0.14,0.5,0.94
gtad.csv,1.0,0.33,0.0,0.19,0.02,0.09,0.12,0.12,0.0,0.0,0.23,0.15,0.0,0.14,0.06,0.23,0.08,0.11,0.15,0.09
htmlunit.csv,0.5,0.51,0.5,0.69,0.63,0.45,0.46,0.1,0.4,0.0,0.94,0.44,0.5,0.33,0.5,0.58,0.44,0.54,0.35,0.42
ipfire-wall.csv,0.5,0.28,0.25,0.25,0.18,0.27,0.17,0.04,0.0,1.0,0.26,0.46,0.0,0.14,1.0,0.54,0.12,0.35,0.26,0.12
irplus.csv,0.0,0.1,0.5,0.44,0.14,0.09,0.21,0.2,0.0,1.0,0.33,0.35,0.0,0.24,0.28,0.38,0.96,0.65,0.32,0.09
jasperreports.csv,0.0,0.03,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.07,0.19,0.0,0.0,0.0,0.96,0.0,0.01,0.12,0.0
jaxlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.0,0.22,0.0,0.0
jvcl.csv,0.0,0.23,0.0,0.81,0.0,0.09,0.12,0.1,0.0,1.0,0.17,0.08,0.0,0.0,0.0,0.04,0.16,0.46,0.12,0.03
kaffeine.csv,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.97
m-m-m.csv,1.0,0.64,1.0,0.38,0.51,0.73,0.79,1.0,0.4,1.0,0.85,0.96,1.0,0.86,0.78,0.96,0.68,0.97,0.68,0.76
myfaces.csv,0.5,0.36,0.0,0.5,0.06,0.82,0.54,0.14,0.0,0.0,0.47,0.92,0.0,0.38,0.0,0.19,0.56,0.11,0.41,0.21
nh3d.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.04,0.0,0.02,0.03,0.06
poormans.csv,0.0,0.44,0.5,0.56,0.49,0.27,0.33,0.16,0.5,1.0,0.59,0.52,1.0,0.52,0.61,0.65,0.28,0.53,0.97,0.61
sarasvati.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02,0.2,0.0,0.01,0.04,0.0,0.0,0.0,0.15,0.12,0.01,0.0,0.0
smartgwt.csv,0.5,1.0,0.0,0.88,0.27,0.36,0.17,0.65,0.6,1.0,0.79,0.6,1.0,0.33,0.17,0.77,0.2,0.95,0.38,0.27
taokgame.csv,0.0,0.0,0.25,0.0,0.12,0.09,0.12,0.0,1.0,1.0,0.02,0.15,0.0,0.14,0.22,0.08,0.04,0.02,0.03,0.12
wgs-assembler.csv,0.0,0.97,0.25,0.69,0.14,0.64,0.5,0.14,0.2,1.0,0.34,0.46,1.0,0.52,0.28,0.54,0.28,0.52,0.41,0.15
