,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.36,0.49,0.37,0.43,0.41,0.44,0.4,0.54,0.64,0.33,0.35,0.44,0.43,0.33
cubefs.csv,0.56,0.9,0.52,0.43,0.51,0.57,0.48,0.46,0.89,0.4,0.37,0.34,0.42,0.41
gisgraphy.csv,0.94,0.97,0.82,0.0,0.9,0.97,0.89,0.44,0.96,0.67,0.63,0.95,0.0,0.69
iaml.csv,0.67,0.69,0.85,0.51,0.53,0.51,0.57,0.93,0.87,0.45,0.5,0.68,0.62,0.37
ivatamasks.csv,0.34,0.42,0.3,0.36,0.37,0.44,0.38,0.38,0.46,0.39,0.33,0.33,0.33,0.28
kolmafia.csv,0.36,0.41,0.29,0.43,0.39,0.41,0.37,0.38,0.5,0.36,0.36,0.32,0.33,0.3
ogrehg.csv,0.59,0.5,0.45,0.5,0.55,0.51,0.6,0.52,0.71,0.36,0.42,0.48,0.39,0.45
olex2.csv,0.46,0.67,0.97,0.43,0.78,0.98,0.71,0.54,0.67,0.54,0.56,0.46,0.4,0.52
openwbem.csv,0.46,0.46,0.51,0.44,0.79,0.45,0.71,0.57,0.58,0.52,0.41,0.46,0.37,0.34
oppna-program-hsatools.csv,0.36,0.5,0.47,0.43,0.47,0.46,0.4,0.71,0.85,0.32,0.37,0.45,0.47,0.33
orc.csv,0.8,0.58,0.64,0.6,0.53,0.48,0.91,0.45,0.75,0.48,0.8,0.72,0.75,0.87
ta3d.csv,0.48,0.99,0.77,0.44,0.66,0.97,0.54,0.54,0.83,0.63,0.39,0.94,0.47,0.45
umber.csv,0.55,0.45,0.29,0.4,0.4,0.4,0.42,0.42,0.58,0.39,0.33,0.36,0.36,0.32
xcmetadataservicestoolkit.csv,0.5,0.88,0.76,0.44,0.71,0.69,0.43,0.96,0.91,0.39,0.43,0.56,0.42,0.38
