,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.27,0.05,0.67,0.0,0.85,0.32,0.0,0.53,0.77,0.0,0.21,0.59,0.39,0.0
cubefs.csv,0.72,0.28,0.14,0.46,0.49,0.61,0.59,0.72,0.18,0.63,0.34,0.0,0.0,0.28
gisgraphy.csv,0.0,0.11,0.42,0.0,0.06,0.23,0.05,0.39,0.17,0.06,0.4,0.09,0.0,0.7
iaml.csv,0.24,0.45,0.35,0.62,0.55,0.53,0.69,0.19,0.29,0.5,0.49,0.41,0.33,0.57
ivatamasks.csv,0.41,0.58,0.38,0.72,0.59,0.61,0.24,0.58,0.39,0.49,0.69,0.13,0.71,0.35
kolmafia.csv,0.48,0.69,0.29,0.0,0.76,0.62,0.52,0.45,0.29,0.77,0.68,0.57,0.67,0.0
ogrehg.csv,0.18,0.48,0.59,0.66,0.6,0.65,0.53,0.46,0.3,0.38,0.6,0.64,0.62,0.43
olex2.csv,0.9,0.47,0.14,0.33,0.39,0.24,0.55,0.66,0.02,0.56,0.48,0.73,0.56,0.21
openwbem.csv,0.8,0.61,0.66,0.32,0.28,0.57,0.31,0.56,0.27,0.57,0.62,0.61,0.67,0.56
oppna-program-hsatools.csv,0.61,0.17,0.74,0.0,0.85,0.51,0.47,0.45,0.18,0.64,0.55,0.58,0.48,0.09
orc.csv,0.06,0.39,0.86,0.42,0.66,0.45,0.13,0.38,0.04,0.51,0.32,0.32,0.13,0.36
ta3d.csv,0.86,0.21,0.48,0.09,0.32,0.12,0.6,0.62,0.05,0.44,0.63,0.18,0.64,0.38
umber.csv,0.85,0.66,0.0,0.73,0.0,0.58,0.48,0.24,0.52,0.61,0.51,0.57,0.54,0.4
xcmetadataservicestoolkit.csv,0.86,0.4,0.48,0.17,0.44,0.44,0.36,0.3,0.47,0.78,0.63,0.49,0.24,0.4
