,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.89,0.58,0.39,0.0
k3b.csv,0.11,0.0,0.48,0.32
mp-rechnungs-und-kundenverwaltung.csv,0.13,0.62,0.0,0.41
thrust.csv,0.02,0.46,0.25,0.09
