,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,1.0,0.0,101.0,0.0,10.0,26.0,1.0,2.0,10.0,10.0,0.0,7.0,18.0,3.0
baadengine.csv,0.0,0.0,23.0,0.0,5.0,47.0,0.0,4.0,1.0,2.0,1.0,9.0,4.0,1.0
bnetd.csv,1.0,0.0,30.0,5.0,9.0,55.0,0.0,4.0,7.0,5.0,0.0,4.0,18.0,8.0
impala.csv,4.0,200.0,82.0,0.0,4.0,86.0,1.0,2.0,8.0,13.0,1.0,0.0,183.0,2.0
jaxen.csv,1.0,0.0,101.0,1.0,97.0,0.0,73.0,0.0,1.0,0.0,0.0,2.0,183.0,0.0
jgameai.csv,0.0,0.0,18.0,0.0,11.0,86.0,1.0,0.0,2.0,6.0,0.0,6.0,183.0,1.0
jparsec.csv,0.0,0.0,49.0,4.0,11.0,25.0,1.0,2.0,15.0,10.0,1.0,7.0,35.0,0.0
motu.csv,0.0,0.0,101.0,88.0,0.0,14.0,73.0,0.0,74.0,0.0,2.0,207.0,183.0,1.0
vars-redux.csv,0.0,0.0,12.0,3.0,3.0,39.0,1.0,0.0,0.0,2.0,0.0,10.0,183.0,0.0
werx.csv,1.0,0.0,83.0,0.0,11.0,70.0,1.0,2.0,17.0,13.0,1.0,8.0,42.0,3.0
wishmaster.csv,1.0,0.0,101.0,0.0,97.0,20.0,2.0,1.0,0.0,11.0,2.0,7.0,16.0,3.0
xreal.csv,0.0,200.0,101.0,0.0,97.0,86.0,0.0,115.0,74.0,58.0,50.0,0.0,0.0,113.0
zealos.csv,0.0,0.0,101.0,2.0,0.0,37.0,0.0,1.0,10.0,5.0,2.0,7.0,29.0,3.0
