,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.42,0.34,0.37,0.39,0.41,0.4,0.35,0.34,0.36,0.82,0.33,0.5,0.37,0.35,0.42,0.29,0.44,0.75
fbmanager.csv,0.73,0.8,0.41,0.93,0.93,0.64,0.5,0.86,0.47,0.96,0.74,0.94,0.43,0.0,0.41,0.67,0.0,0.41
fido.csv,0.5,0.67,0.0,0.71,0.0,0.67,0.0,0.0,0.77,0.67,0.94,0.0,0.0,0.92,0.0,0.71,0.9,0.0
fityk.csv,0.48,0.33,0.39,0.42,0.48,0.62,0.43,0.6,0.53,0.71,0.53,0.57,0.37,0.43,0.47,0.9,0.63,0.45
fleet-simulator.csv,0.43,0.3,0.44,0.35,0.44,0.39,0.3,0.43,0.33,0.63,0.33,0.48,0.36,0.31,0.38,0.3,0.4,0.42
google-caja.csv,0.38,0.28,0.34,0.33,0.42,0.37,0.28,0.32,0.34,0.55,0.32,0.41,0.31,0.31,0.37,0.29,0.41,0.39
hibernate.csv,0.52,0.45,0.53,0.45,0.47,0.47,0.45,0.89,0.45,0.55,0.69,0.54,0.46,0.43,0.52,0.53,0.58,0.51
itext.csv,0.38,0.28,0.33,0.33,0.43,0.4,0.29,0.37,0.35,0.55,0.31,0.47,0.32,0.31,0.47,0.4,0.46,0.4
k3b.csv,0.48,0.38,0.44,0.36,0.44,0.45,0.33,0.5,0.5,0.55,0.36,0.46,0.35,0.37,0.46,0.66,0.5,0.4
megameknet.csv,0.45,0.35,0.47,0.35,0.45,0.48,0.39,0.39,0.36,0.36,0.45,0.48,0.38,0.4,0.42,0.37,0.44,0.54
myfaces.csv,0.46,0.53,0.61,0.73,0.59,0.52,0.59,0.77,0.34,0.34,0.57,0.63,0.44,0.45,0.76,0.33,0.5,0.5
ninject.csv,0.63,0.44,0.83,0.53,0.64,0.93,0.46,0.39,0.42,0.32,0.64,0.78,0.6,0.89,0.94,0.81,0.75,0.69
ondex.csv,0.78,0.82,0.83,0.94,0.58,0.82,0.48,0.92,0.45,0.9,0.63,0.96,0.65,0.7,0.46,0.65,0.85,0.88
paintown.csv,0.43,0.47,0.42,0.38,0.45,0.5,0.37,0.58,0.38,0.58,0.38,0.47,0.36,0.34,0.55,0.4,0.5,0.38
poormans.csv,0.95,0.45,0.86,0.57,0.5,0.94,0.56,0.43,0.94,0.97,0.86,0.77,0.94,0.37,0.44,0.75,0.86,0.67
powerfolder.csv,0.51,0.88,0.41,0.9,0.66,0.42,0.67,0.9,0.94,0.73,0.61,0.58,0.46,0.96,0.7,0.52,0.6,0.58
smartgwt.csv,0.45,0.58,0.37,0.35,0.66,0.43,0.36,0.92,0.77,0.36,0.33,0.64,0.35,0.42,0.51,0.91,0.66,0.37
triplea.csv,0.46,0.46,0.46,0.36,0.44,0.42,0.4,0.52,0.48,0.47,0.4,0.56,0.44,0.54,0.46,0.35,0.54,0.68
