,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.62,0.61,0.7,0.76,0.16,0.75,0.78,0.76,0.02,0.12,0.04,0.23,0.71,0.2,0.25,1.0,0.28,0.25
fbmanager.csv,0.82,0.8,0.79,1.0,0.5,0.86,0.67,1.0,0.08,0.85,0.04,0.75,0.87,0.0,0.37,1.0,0.0,0.14
fido.csv,0.0,1.0,0.0,0.77,0.0,0.67,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.23,0.0,1.0,0.34,0.0
fityk.csv,0.56,0.62,0.59,0.81,0.17,0.95,0.57,0.75,0.05,0.12,0.04,0.27,0.78,0.17,0.24,1.0,0.39,0.08
fleet-simulator.csv,0.48,0.6,0.51,0.77,0.19,0.71,0.68,0.54,0.04,0.63,0.04,0.28,0.67,0.17,0.29,1.0,0.31,0.09
google-caja.csv,0.68,0.62,0.68,0.9,0.14,0.84,0.66,0.79,0.04,0.24,0.04,0.31,0.69,0.17,0.29,1.0,0.31,0.09
hibernate.csv,0.77,0.68,0.89,0.87,0.14,0.79,0.7,0.89,0.06,0.24,0.07,0.39,0.71,0.19,0.34,1.0,0.45,0.1
itext.csv,0.71,0.6,0.62,0.74,0.14,0.81,0.65,0.8,0.04,0.23,0.04,0.23,0.75,0.15,0.36,0.87,0.35,0.09
k3b.csv,0.59,0.65,0.53,0.75,0.14,0.88,0.62,0.66,0.06,0.23,0.03,0.23,0.69,0.17,0.2,0.72,0.29,0.07
megameknet.csv,0.53,0.68,0.72,0.73,0.18,0.74,0.71,0.65,0.04,0.37,0.04,0.45,0.73,0.17,0.32,0.9,0.33,0.14
myfaces.csv,0.68,0.76,0.83,0.95,0.34,0.77,0.71,0.85,0.05,0.43,0.05,0.61,0.75,0.2,0.52,1.0,0.41,0.1
ninject.csv,0.49,0.64,0.72,0.65,0.14,0.64,0.64,0.75,0.03,0.42,0.07,0.37,0.63,0.09,0.33,0.62,0.33,0.38
ondex.csv,0.62,0.82,0.83,0.94,0.16,0.76,0.68,0.5,0.0,0.4,0.02,0.62,0.8,0.33,0.3,1.0,0.37,0.25
paintown.csv,0.75,0.66,0.57,0.72,0.13,0.76,0.68,0.58,0.04,0.22,0.03,0.23,0.76,0.17,0.18,0.85,0.28,0.08
poormans.csv,0.41,0.68,0.43,0.87,0.28,0.78,0.62,0.71,0.19,0.7,0.0,0.72,0.65,0.18,0.5,1.0,0.52,0.67
powerfolder.csv,0.7,0.75,0.62,1.0,0.2,0.84,0.8,0.7,0.31,0.36,0.06,0.22,0.73,0.32,0.35,0.95,0.42,0.04
smartgwt.csv,0.68,0.69,0.63,0.73,0.21,0.77,0.6,0.38,0.19,0.47,0.05,0.2,0.73,0.17,0.3,0.36,0.39,0.08
triplea.csv,0.7,0.81,0.65,0.81,0.15,0.79,0.69,0.78,0.07,0.34,0.01,0.36,0.78,0.23,0.27,1.0,0.33,0.09
