,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.65,0.54,0.64,0.54,0.61,0.63,0.75,0.67,0.21,0.28,0.17,0.57,0.58,0.61,0.62,0.93,0.13,0.24
fbmanager.csv,0.3,0.29,0.7,0.22,0.18,0.38,0.37,0.25,0.76,0.28,0.29,0.4,0.5,0.0,0.77,0.33,0.0,0.78
fido.csv,0.0,0.11,0.0,0.39,0.0,0.04,0.0,0.0,0.0,0.04,0.97,0.0,0.0,0.11,0.0,0.31,0.22,0.0
fityk.csv,0.6,0.55,0.64,0.69,0.65,0.39,0.43,0.49,0.59,0.25,0.5,0.63,0.7,0.53,0.54,0.23,0.52,0.47
fleet-simulator.csv,0.13,0.34,0.0,0.61,0.72,0.0,0.54,0.13,0.47,0.5,0.41,0.66,0.32,0.0,0.72,1.0,0.6,0.59
google-caja.csv,0.71,0.43,0.72,0.81,0.05,0.7,0.37,0.68,0.17,0.13,0.13,0.72,0.55,0.17,0.72,0.86,0.42,0.38
hibernate.csv,0.55,0.5,0.55,0.61,0.37,0.5,0.43,0.28,0.69,0.24,0.53,0.71,0.48,0.59,0.65,0.4,0.58,0.64
itext.csv,0.71,0.21,0.68,0.0,0.27,0.61,0.21,0.73,0.36,0.05,0.24,0.17,0.68,0.45,0.72,0.52,0.66,0.17
k3b.csv,0.66,0.63,0.24,0.37,0.21,0.74,0.2,0.62,0.77,0.0,0.4,0.0,0.58,0.53,0.05,0.0,0.47,0.17
megameknet.csv,0.63,0.65,0.74,0.26,0.62,0.59,0.56,0.75,0.52,0.74,0.51,0.71,0.66,0.55,0.76,0.69,0.59,0.74
myfaces.csv,0.6,0.45,0.49,0.32,0.68,0.45,0.37,0.37,0.66,0.75,0.53,0.57,0.57,0.58,0.43,0.72,0.59,0.58
ninject.csv,0.5,0.51,0.43,0.4,0.33,0.19,0.49,0.65,0.41,0.73,0.54,0.37,0.44,0.14,0.36,0.0,0.29,0.97
ondex.csv,0.33,0.32,0.18,0.23,0.54,0.26,0.49,0.21,0.0,0.05,0.28,0.26,0.41,0.66,0.71,0.36,0.31,0.45
paintown.csv,0.75,0.61,0.6,0.17,0.24,0.56,0.61,0.54,0.33,0.13,0.43,0.21,0.69,0.3,0.42,0.0,0.42,0.0
poormans.csv,0.16,0.5,0.11,0.38,0.64,0.28,0.32,0.72,0.64,0.34,0.0,0.46,0.29,0.56,0.77,0.09,0.29,0.45
powerfolder.csv,0.48,0.23,0.59,0.16,0.58,0.58,0.38,0.25,0.98,0.44,0.53,0.54,0.46,0.31,0.43,0.42,0.47,0.23
smartgwt.csv,0.59,0.57,0.7,0.17,0.61,0.59,0.34,0.18,0.96,0.76,0.6,0.49,0.6,0.56,0.64,0.08,0.43,0.09
triplea.csv,0.6,0.68,0.53,0.68,0.56,0.67,0.6,0.57,0.83,0.47,0.25,0.57,0.59,0.51,0.68,0.78,0.52,0.43
