,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.43,0.37,0.0,0.0,0.35,0.89,0.5,0.4,0.35,0.4,0.0,0.37,0.39,0.0,0.45,0.34,0.38,0.86,0.88,0.42
fbmanager.csv,0.45,0.86,0.45,0.55,0.49,0.62,0.53,0.46,0.46,0.45,0.33,0.47,0.37,0.92,0.4,0.52,0.64,0.43,0.4,0.61
fleet-simulator.csv,0.37,0.59,0.51,0.45,0.38,0.35,0.34,0.49,0.35,0.42,0.34,0.37,0.35,0.34,0.4,0.29,0.44,0.42,0.39,0.41
hannosset.csv,0.92,0.94,0.91,0.99,0.9,0.95,0.86,0.98,0.96,0.73,0.83,0.86,0.91,0.98,0.96,0.72,0.67,0.93,0.79,0.5
hydrate.csv,0.4,0.63,0.55,0.59,0.62,0.41,0.54,0.61,0.77,0.33,0.32,0.33,0.43,0.36,0.41,0.32,0.64,0.4,0.36,0.95
jgossipforum.csv,0.4,0.88,0.88,0.84,0.65,0.41,0.43,0.95,0.7,0.42,0.61,0.41,0.43,0.55,0.77,0.44,0.0,0.54,0.83,0.89
jruby.csv,0.89,0.42,0.96,0.52,0.38,0.85,0.36,0.57,0.36,0.71,0.33,0.94,0.83,0.53,0.78,0.34,0.38,0.52,0.4,0.41
madman.csv,0.53,0.5,0.83,0.74,0.91,0.4,0.84,0.89,0.81,0.47,0.67,0.48,0.93,0.81,0.97,0.79,0.62,0.68,0.75,0.57
mediaportal.csv,0.5,0.67,0.92,0.59,0.83,0.87,0.88,0.8,0.88,0.86,0.75,0.93,0.86,0.54,0.71,0.75,0.75,0.65,0.4,0.63
ninject.csv,0.82,0.61,0.39,0.64,0.45,0.54,0.51,0.78,0.41,0.65,0.74,0.65,0.53,0.57,0.96,0.74,0.67,0.7,0.42,0.59
officefloor.csv,0.86,0.5,0.8,0.52,0.96,0.94,0.61,0.91,0.35,0.57,0.46,0.5,0.75,0.46,0.46,0.45,0.5,0.54,0.56,0.84
ontopia.csv,0.65,0.39,0.6,0.56,0.95,0.4,0.44,0.78,0.95,0.43,0.38,0.41,0.47,0.71,0.84,0.5,0.91,0.9,0.54,0.96
poormans.csv,0.83,0.67,0.79,0.65,0.75,0.94,0.9,0.93,0.93,0.86,0.52,0.91,0.89,0.36,0.46,0.0,0.67,0.65,0.38,0.83
power-architect.csv,0.44,0.43,0.5,0.49,0.68,0.35,0.45,0.59,0.38,0.42,0.43,0.37,0.36,0.39,0.48,0.56,0.48,0.48,0.37,0.49
powerfolder.csv,0.41,0.92,0.67,0.84,0.46,0.38,0.53,0.76,0.94,0.43,0.85,0.33,0.46,0.7,0.69,0.52,0.58,0.57,0.83,0.7
stuproa-cims.csv,0.0,0.78,0.67,0.67,0.78,0.89,0.93,0.96,0.75,0.67,0.61,0.5,0.0,0.59,0.91,0.0,0.62,0.74,0.4,0.45
tart.csv,0.48,0.0,0.47,0.74,0.93,0.7,0.83,0.63,0.94,0.62,0.48,0.46,0.42,0.62,0.52,0.56,0.89,0.66,0.6,0.96
uface.csv,0.38,0.39,0.48,0.43,0.4,0.36,0.41,0.45,0.31,0.4,0.32,0.36,0.34,0.33,0.38,0.39,0.37,0.41,0.35,0.36
wxlua.csv,0.5,0.81,0.57,0.99,0.0,0.46,0.68,0.97,0.83,0.58,0.9,0.39,0.43,0.92,0.69,0.92,0.43,0.94,0.68,0.97
