,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.34,0.85,0.47,0.3,0.26,0.39,0.23,0.09,0.45,0.32,0.56,0.6,0.59,0.0,0.38,0.0,0.77,0.75
archive-crawler.csv,0.38,0.42,0.37,0.16,0.31,0.31,0.38,0.3,0.85,0.39,0.28,0.0,0.66,0.17,0.41,0.3,0.46,0.2
customwars.csv,0.36,0.21,0.47,0.19,0.21,0.42,0.2,0.7,0.57,0.32,0.0,0.44,0.41,0.03,0.27,0.5,0.36,0.4
gbif-providertoolkit.csv,0.13,0.04,0.2,0.13,0.09,0.0,0.07,0.0,0.07,0.2,0.25,0.11,0.09,0.03,0.08,0.0,0.17,0.05
gss.csv,0.28,0.45,0.57,0.62,0.3,0.57,0.34,0.61,0.55,0.43,0.61,0.67,0.47,0.93,0.35,0.3,0.64,0.0
heekscad.csv,0.02,0.32,0.47,0.57,0.35,0.49,0.47,0.3,0.71,0.3,0.54,0.44,0.34,0.6,0.24,0.2,0.54,0.15
ikvm.csv,0.55,0.21,0.0,0.56,0.21,0.54,0.32,0.43,0.17,0.17,0.39,0.36,0.25,0.33,0.32,0.4,0.25,0.7
jaxen.csv,0.0,0.0,0.03,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.11,0.0,0.0,0.0,0.0,0.12,0.0
jcae.csv,0.02,0.01,0.07,0.0,0.01,0.06,0.03,0.13,0.05,0.04,0.05,0.09,0.0,0.0,0.0,0.0,0.02,0.0
levent.csv,0.3,0.58,0.43,0.72,0.51,0.36,0.44,0.04,0.4,0.39,0.59,0.56,0.38,0.6,0.27,0.5,0.41,0.55
nicepress.csv,0.3,0.13,0.13,0.28,0.12,0.22,0.1,0.13,0.18,0.0,0.07,0.27,0.03,0.27,0.05,0.2,0.18,0.15
pnotepad.csv,0.62,0.63,0.87,0.92,0.57,0.76,0.66,0.57,0.79,0.55,0.84,0.71,0.66,1.0,0.68,0.0,0.8,0.45
qcad2.csv,0.3,0.15,0.4,0.42,0.18,0.73,0.0,0.83,0.48,0.14,0.46,0.31,0.19,0.57,0.08,0.1,0.71,0.1
qedo.csv,0.21,0.61,0.0,0.09,0.21,0.1,0.15,0.48,0.06,0.28,0.05,0.04,0.34,0.1,0.32,0.3,0.0,0.0
quarkplusplus.csv,0.17,0.14,0.6,0.42,0.41,0.27,0.44,0.04,0.66,0.42,0.34,0.62,0.0,0.3,0.19,0.2,0.35,0.75
sigil.csv,0.45,0.21,0.53,0.41,0.23,0.24,0.38,0.3,0.59,0.3,0.58,0.35,0.34,0.37,0.05,0.4,0.48,0.3
xcsoar.csv,0.3,0.0,0.4,0.53,0.22,0.39,0.26,0.35,0.28,0.41,0.34,0.42,0.31,0.5,0.32,0.0,0.5,0.0
xuggle.csv,0.09,0.04,0.13,0.49,0.0,0.55,0.0,0.09,0.62,0.06,0.32,0.62,0.06,0.1,0.03,0.1,0.62,0.8
