,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.52,0.86,0.86,0.45,0.64,0.63,0.55,0.88,0.6,0.92,0.57,0.8,0.73,0.14,0.45,0.73,0.83,0.87
archive-crawler.csv,0.92,0.67,0.73,0.79,0.68,0.98,0.7,0.51,0.94,0.8,0.71,0.04,0.76,0.73,0.61,0.75,0.9,0.89
customwars.csv,0.91,0.74,0.62,0.91,0.92,0.77,0.8,0.89,0.98,0.84,0.12,0.86,0.78,0.95,0.96,0.82,0.48,0.78
gbif-providertoolkit.csv,0.71,0.95,0.75,0.68,0.72,0.14,0.84,0.92,0.41,0.72,0.64,0.88,0.96,0.86,0.91,0.85,0.92,0.9
gss.csv,0.41,0.49,0.65,0.66,0.43,0.64,0.46,0.65,0.55,0.55,0.68,0.72,0.58,0.95,0.45,0.45,0.82,0.03
heekscad.csv,0.03,0.42,0.72,0.66,0.46,0.65,0.55,0.49,0.81,0.41,0.61,0.65,0.64,0.69,0.38,0.5,0.91,0.78
ikvm.csv,0.87,0.61,0.0,0.79,0.75,0.78,0.89,0.73,0.82,0.69,0.76,0.82,0.91,0.79,0.91,0.69,0.44,0.88
jaxen.csv,0.97,1.0,0.91,1.0,1.0,0.93,1.0,0.96,0.0,1.0,0.88,0.83,1.0,0.95,1.0,0.94,1.01,0.9
jcae.csv,0.82,0.98,1.0,0.0,0.93,0.93,0.77,0.85,0.6,0.89,0.71,1.0,0.96,0.95,0.96,0.96,0.95,0.97
levent.csv,0.44,0.61,0.57,0.72,0.59,0.46,0.52,0.05,0.45,0.59,0.63,0.74,0.62,0.74,0.52,0.59,0.8,0.72
nicepress.csv,0.8,0.64,0.74,0.83,0.6,0.55,0.86,0.75,1.02,0.0,0.89,0.75,0.83,0.99,0.68,0.76,0.97,0.68
pnotepad.csv,0.62,0.66,0.87,0.92,0.58,0.77,0.66,0.62,0.79,0.57,0.85,0.72,0.74,1.03,0.69,0.04,0.86,0.52
qcad2.csv,0.67,0.71,0.91,0.53,0.61,0.85,0.04,0.87,0.62,0.79,0.8,0.68,0.85,0.63,0.56,0.69,1.19,0.74
qedo.csv,1.02,1.03,1.0,1.0,1.02,1.01,0.97,0.91,1.0,0.93,1.0,0.96,0.9,1.0,0.91,0.92,0.05,1.0
quarkplusplus.csv,0.71,0.73,0.78,0.53,0.74,0.51,0.64,0.96,0.77,0.76,0.45,0.76,0.08,0.65,0.63,0.76,0.85,0.92
sigil.csv,0.5,0.46,0.8,0.52,0.44,0.49,0.43,0.59,0.59,0.49,0.65,0.56,0.57,0.68,0.07,0.61,0.95,0.73
xcsoar.csv,0.43,0.02,0.57,0.53,0.49,0.58,0.56,0.65,0.28,0.58,0.58,0.7,0.63,0.69,0.47,0.56,0.96,0.53
xuggle.csv,0.68,0.77,0.78,0.74,0.13,0.85,0.96,0.84,0.86,0.92,0.83,0.71,0.88,0.63,0.69,0.76,0.83,0.88
