,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.89,0.41,0.59,0.52,0.48,0.38,0.35,0.56,0.6,0.58,0.43,0.46,0.68,0.47,0.44,0.48,0.93,0.69,0.39,0.62
alpine.csv,0.44,0.56,0.57,0.48,0.53,0.44,0.47,0.48,0.39,0.71,0.49,0.68,0.53,0.37,0.42,0.4,0.65,0.36,0.36,0.45
autowikibrowser.csv,0.37,0.32,0.28,0.32,0.45,0.28,0.31,0.39,0.38,0.34,0.36,0.37,0.38,0.32,0.37,0.32,0.38,0.3,0.39,0.48
critterding.csv,0.62,0.62,0.3,0.44,0.51,0.43,0.41,0.47,0.36,0.46,0.44,0.44,0.54,0.39,0.44,0.38,0.63,0.31,0.48,0.49
firebird.csv,0.42,0.45,0.28,0.77,0.51,0.35,0.35,0.4,0.35,0.51,0.49,0.43,0.63,0.32,0.38,0.36,0.52,0.27,0.37,0.43
fmri-dmt.csv,0.67,0.71,0.79,0.55,0.63,0.86,0.98,0.49,0.72,0.72,0.63,0.54,0.64,0.57,0.7,0.57,0.55,0.88,0.45,0.48
genecys.csv,0.45,0.6,0.29,0.51,0.63,0.53,0.42,0.46,0.36,0.44,0.47,0.51,0.65,0.39,0.51,0.44,0.45,0.32,0.54,0.47
hydrogen.csv,0.62,0.39,0.3,0.43,0.56,0.39,0.39,0.42,0.36,0.42,0.43,0.4,0.48,0.39,0.39,0.67,0.4,0.3,0.38,0.44
jcae.csv,0.5,0.87,0.6,0.89,0.69,0.64,0.36,0.93,0.75,0.75,0.43,0.95,0.8,0.96,0.57,0.67,0.5,0.71,0.49,0.0
kftpgrabber.csv,0.51,0.79,0.58,0.67,0.86,0.75,0.45,0.95,0.49,0.88,0.56,0.7,0.97,0.82,0.44,0.53,0.93,0.55,0.47,0.83
libarchive.csv,0.43,0.37,0.29,0.33,0.45,0.38,0.34,0.48,0.36,0.34,0.42,0.43,0.42,0.34,0.41,0.4,0.39,0.3,0.37,0.47
mimosa.csv,0.47,0.41,0.51,0.47,0.56,0.48,0.51,0.56,0.57,0.53,0.56,0.44,0.53,0.52,0.48,0.43,0.61,0.44,0.41,0.51
monetdb.csv,0.7,0.47,0.59,0.67,0.93,0.64,0.46,0.77,0.61,0.74,0.49,0.63,0.79,0.51,0.48,0.4,0.87,0.9,0.61,0.93
nosleepsoftware.csv,0.67,0.81,0.0,0.52,0.0,0.75,0.93,0.8,0.0,0.71,0.8,0.89,0.5,0.0,0.0,0.0,0.76,0.67,0.83,0.88
openmsx.csv,0.63,0.81,0.66,0.59,0.55,0.44,0.54,0.59,0.94,0.7,0.0,0.51,0.86,0.0,0.54,0.43,0.65,0.4,0.46,0.88
quarkplayer.csv,0.89,0.98,0.77,0.93,0.89,0.0,0.96,0.91,0.84,0.96,0.73,0.87,0.98,0.87,0.91,0.71,0.95,0.6,0.93,0.61
riff-evolve.csv,0.71,0.58,0.29,0.69,0.52,0.36,0.38,0.52,0.36,0.56,0.38,0.43,0.93,0.34,0.37,0.32,0.79,0.34,0.45,0.7
virtuoso.csv,0.48,0.39,0.3,0.43,0.53,0.43,0.4,0.45,0.4,0.43,0.49,0.43,0.51,0.71,0.44,0.57,0.41,0.39,0.41,0.8
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0
zoolib.csv,0.9,0.45,0.68,0.68,0.57,0.46,0.5,0.59,0.79,0.73,0.79,0.53,0.92,0.89,0.44,0.56,0.92,0.9,0.48,0.86
