,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,81.5,99.0,239.5,93.5,473.0,95.5,98.5,195.5,99.0,293.0,952.0,3464.5,2375.5,96.5,98.5,193.0,94.5,98.5,283.5,195.0
alpine.csv,195.0,97.5,442.0,889.0,577.5,97.5,192.0,197.5,99.0,293.0,2684.5,2395.5,3187.0,197.5,98.5,193.0,192.0,98.5,574.5,293.5
autowikibrowser.csv,283.5,99.0,1409.5,93.5,282.5,97.5,98.5,197.5,98.5,487.0,1924.0,4048.5,781.5,197.5,98.5,90.5,196.0,98.5,281.5,96.5
critterding.csv,91.5,99.0,1687.0,197.5,574.0,97.5,197.5,197.5,99.0,579.5,2326.5,6736.5,1071.0,197.5,98.5,193.0,196.0,98.5,380.0,195.0
firebird.csv,285.5,99.0,1776.5,86.5,185.0,97.5,98.5,98.5,99.0,387.5,2395.0,6547.5,2908.0,197.5,98.5,193.0,196.0,98.5,476.0,293.5
fmri-dmt.csv,97.5,98.5,653.0,198.0,676.0,93.5,284.0,197.5,99.0,95.5,2517.5,5334.5,875.5,197.5,93.5,193.0,386.0,98.5,197.5,293.5
genecys.csv,195.0,99.0,1776.5,198.0,286.5,97.5,197.5,197.5,98.5,388.0,1838.0,6062.0,5799.5,197.5,98.5,193.0,196.0,98.5,476.0,293.5
hydrogen.csv,91.5,99.0,1776.5,198.0,283.5,97.5,197.5,197.5,99.0,487.0,2806.0,7696.5,1169.5,197.5,98.5,179.5,196.0,98.5,197.5,293.5
jcae.csv,64.5,95.5,165.0,368.5,323.0,83.5,98.5,195.5,414.5,57.0,754.0,1191.5,205.5,80.5,98.5,336.0,95.5,98.5,98.5,0.0
kftpgrabber.csv,189.0,99.0,1239.5,137.5,874.5,95.5,98.5,186.5,97.5,207.5,855.0,1768.0,1081.0,96.5,98.5,95.5,97.5,98.5,377.0,96.5
libarchive.csv,285.5,99.0,1602.5,190.0,385.5,97.5,98.5,98.5,99.0,388.5,2220.0,4138.5,683.0,197.5,98.5,193.0,196.0,98.5,98.5,195.0
mimosa.csv,195.0,99.0,673.0,197.5,771.5,95.5,98.5,197.5,99.0,487.0,2007.5,6746.0,974.0,96.5,96.5,193.0,288.5,98.5,197.5,293.5
monetdb.csv,97.5,99.0,762.5,86.5,295.0,97.5,289.5,98.5,974.5,485.0,948.5,2392.5,1587.0,96.5,96.5,193.0,196.0,98.5,187.0,182.0
nosleepsoftware.csv,435.5,98.5,0.0,190.0,0.0,142.5,192.0,89.5,0.0,382.0,31.5,456.5,3185.0,0.0,0.0,0.0,375.0,146.5,98.5,70.5
openmsx.csv,195.0,98.5,766.5,290.0,771.5,97.5,197.5,294.0,195.0,293.0,0.0,5654.5,2794.0,0.0,94.5,193.0,464.5,98.5,98.5,284.5
quarkplayer.csv,168.0,191.0,1560.0,825.0,188.0,38.5,520.5,165.5,99.0,1294.5,2162.0,2079.0,390.0,915.5,159.0,193.0,97.5,191.0,190.0,186.0
riff-evolve.csv,91.5,99.0,1501.0,772.0,185.0,97.5,98.5,195.5,99.0,714.5,669.5,3966.0,596.5,98.5,98.5,193.0,97.5,98.5,281.5,96.5
virtuoso.csv,195.0,99.0,1776.5,198.0,771.5,95.5,197.5,197.5,99.0,487.0,1257.5,6718.5,1073.0,175.0,98.5,692.5,196.0,98.5,98.5,191.0
xined.csv,84.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0
zoolib.csv,170.0,99.0,496.0,858.5,385.5,95.5,98.5,96.5,99.0,194.5,1617.5,3311.5,1274.5,64.5,98.5,193.0,95.5,98.5,283.5,248.5
