,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.05,0.43,0.28,0.45,0.17,0.56,0.46,0.43,0.21,0.45,0.2,0.47,0.33,0.32,0.21,0.35,0.07,0.23,0.41,0.24
alpine.csv,1.0,0.23,0.28,0.45,0.68,1.0,0.4,0.75,1.0,0.18,0.63,0.33,0.58,0.76,0.31,1.0,0.24,0.77,0.7,0.93
autowikibrowser.csv,0.34,0.47,0.84,0.43,0.19,0.56,0.57,0.44,0.45,0.5,0.5,0.49,0.45,0.53,0.32,0.51,0.45,0.84,0.26,0.15
critterding.csv,0.27,0.38,0.99,0.87,0.87,0.56,0.91,0.83,1.0,0.9,0.84,0.88,0.71,0.98,0.85,0.93,0.31,0.95,0.59,0.6
firebird.csv,0.73,0.3,0.94,0.26,0.26,0.33,0.44,0.45,0.98,0.36,0.5,0.88,0.2,0.69,0.55,0.81,0.28,0.92,0.57,0.72
fmri-dmt.csv,0.73,0.65,0.3,0.89,0.86,0.56,0.43,0.56,0.24,0.61,0.82,0.73,0.75,0.74,0.74,0.65,0.72,0.18,0.93,0.99
genecys.csv,0.98,0.53,0.96,0.77,0.79,0.44,0.9,0.78,0.83,0.94,0.91,0.73,0.63,0.97,0.87,0.81,0.87,0.87,0.41,0.9
hydrogen.csv,0.22,1.0,1.0,1.0,0.19,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.07,1.0,1.0,1.0,1.0
jcae.csv,0.0,0.07,0.2,0.17,0.05,0.11,0.35,0.08,0.19,0.01,0.18,0.13,0.01,0.07,0.13,0.14,0.0,0.26,0.3,0.0
kftpgrabber.csv,0.46,0.09,0.38,0.06,0.18,0.0,0.23,0.05,0.69,0.04,0.1,0.23,0.08,0.1,0.27,0.28,0.06,0.5,0.3,0.0
libarchive.csv,0.68,0.65,0.94,0.68,0.38,0.67,0.6,0.41,1.0,0.56,0.54,0.58,0.54,0.66,0.69,0.77,0.68,0.94,0.7,0.24
mimosa.csv,0.83,0.91,0.38,0.81,0.82,0.89,0.42,0.48,0.21,0.69,0.25,0.87,0.84,0.37,0.71,0.86,0.54,0.53,0.96,0.84
monetdb.csv,0.32,0.35,0.25,0.04,0.12,0.0,0.24,0.18,0.31,0.2,0.13,0.32,0.2,0.22,0.35,0.49,0.19,0.15,0.22,0.06
nosleepsoftware.csv,0.2,0.15,0.0,0.21,0.0,0.22,0.1,0.02,0.0,0.22,0.02,0.06,0.31,0.0,0.0,0.0,0.24,0.05,0.22,0.06
openmsx.csv,0.24,0.31,0.35,0.57,0.82,1.0,0.73,0.58,0.19,0.48,0.0,0.7,0.32,0.0,0.6,0.84,0.36,0.66,0.76,0.29
quarkplayer.csv,0.1,0.18,0.35,0.32,0.35,0.0,0.24,0.06,0.43,0.16,0.62,0.34,0.18,0.39,0.16,0.49,0.09,0.44,0.17,0.66
riff-evolve.csv,0.05,0.16,0.81,0.34,0.11,0.33,0.39,0.25,0.64,0.31,0.25,0.54,0.03,0.64,0.35,0.6,0.12,0.6,0.3,0.07
virtuoso.csv,0.76,0.97,0.97,1.0,0.9,0.89,0.98,0.95,0.95,0.99,0.62,0.89,0.94,0.14,0.98,0.28,0.99,0.76,0.89,0.06
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0
zoolib.csv,0.07,0.43,0.24,0.4,0.2,0.33,0.34,0.37,0.1,0.38,0.17,0.5,0.25,0.02,0.29,0.28,0.12,0.15,0.5,0.06
