,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.32,0.39,0.26,0.25,0.46,0.21,0.16
glelite.csv,0.39,0.42,0.35,0.29,0.46,0.4,0.5
moving-pictures.csv,0.16,0.12,0.16,0.2,0.25,0.08,0.14
plearn.csv,0.12,0.21,0.35,0.17,0.43,0.13,0.14
re2c.csv,0.21,0.35,0.33,0.29,0.23,0.28,0.19
rebecca-aiml.csv,0.2,0.16,0.3,0.24,0.22,0.2,0.21
xfce.csv,0.35,0.39,0.34,0.27,0.38,0.4,0.36
