,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.21,0.48,0.15,0.08,0.19,0.6,0.98,0.26,0.1,0.58,0.78,0.75,0.64,0.8,0.6,0.07,0.32,0.27
aztec.csv,0.12,0.25,0.23,0.1,1.0,0.59,0.27,0.36,0.04,0.31,0.78,0.42,0.62,0.57,0.4,0.03,0.21,0.18
bibedt.csv,0.2,0.4,0.17,0.1,0.17,0.64,0.41,1.0,0.2,0.75,0.8,0.69,0.71,0.75,0.44,0.1,0.33,0.17
esmf.csv,1.0,0.28,0.27,0.2,0.09,0.54,0.29,0.25,0.09,0.0,0.78,0.42,0.58,0.6,0.27,0.04,0.3,0.18
irrlicht.csv,0.25,0.45,0.2,0.07,0.07,0.65,0.34,0.16,0.08,0.44,0.99,0.73,0.71,0.55,0.31,0.05,0.26,0.22
jstock.csv,0.33,0.3,0.12,0.22,0.24,0.84,0.31,0.27,0.22,1.0,0.79,0.62,0.86,0.81,0.71,0.06,0.93,0.27
kowari.csv,0.0,0.0,0.5,0.33,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.4,0.0,0.4,0.0,0.04,0.0,0.0
lportal.csv,0.18,0.22,0.3,0.0,0.1,0.5,0.2,0.09,0.07,0.32,0.74,0.41,0.54,0.45,0.35,0.99,0.25,0.18
modellus.csv,0.3,0.37,0.16,0.11,0.21,0.64,0.38,0.29,0.19,0.49,0.79,1.0,0.71,0.72,0.36,0.07,0.27,0.21
open-data-kit.csv,0.14,0.4,0.22,0.1,0.09,0.62,0.31,0.39,0.06,0.33,0.82,0.5,1.0,0.68,0.4,0.05,0.3,0.11
pentahoanalysistool.csv,0.44,1.0,0.18,0.2,0.09,0.67,0.49,0.2,0.0,0.69,0.76,0.65,0.59,0.81,0.43,0.07,0.38,0.15
phet.csv,0.33,0.12,1.0,0.08,0.07,0.27,0.19,0.25,0.06,0.0,0.79,0.3,0.53,0.65,0.25,0.03,0.08,0.16
qtractor.csv,0.32,0.48,0.14,0.24,0.12,1.0,0.44,0.29,0.04,0.53,0.85,0.74,0.69,0.75,0.32,0.06,0.32,0.19
roller.csv,0.24,0.36,0.24,0.22,0.17,0.73,0.41,0.29,0.11,0.37,0.79,0.6,0.74,1.0,0.3,0.07,0.38,0.24
sumatrapdf.csv,0.23,0.31,0.18,0.15,0.16,0.53,0.34,0.2,0.11,1.0,0.81,0.62,0.66,0.58,0.43,0.05,0.24,0.27
synergyspace.csv,0.11,0.3,0.2,0.5,0.0,0.33,0.33,0.15,0.14,0.53,0.74,0.57,0.6,0.72,0.55,0.09,0.0,1.0
ultimairis.csv,0.24,0.29,0.25,0.08,0.14,0.59,0.28,0.16,0.09,0.43,0.81,0.53,0.67,0.56,0.98,0.03,0.22,0.17
voms.csv,0.29,0.5,0.07,1.0,0.5,0.25,0.5,0.0,0.08,0.33,0.79,0.65,1.0,0.88,0.75,0.17,0.0,0.33
