,reactos-mirror.csv,critterding.csv,autat.csv,alpine.csv,open-data-kit.csv,fmri-dmt.csv
alpine.csv,0.99,0.86,0.75,0.91,0.94,0.83
autat.csv,0.93,0.89,0.88,0.97,0.95,0.88
critterding.csv,0.52,0.59,0.59,0.61,0.56,0.39
fmri-dmt.csv,0.99,0.0,0.0,0.0,0.75,0.8
open-data-kit.csv,0.79,0.55,0.4,0.49,0.43,0.42
reactos-mirror.csv,0.64,0.56,0.46,0.71,0.46,0.35
