,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.61,0.57,0.83,0.67,0.86,0.44,0.81
libtorrent.csv,0.35,0.38,0.34,0.52,0.32,0.37,0.32
mcmc-jags.csv,0.52,0.59,0.72,0.79,0.44,0.46,0.47
nebuladevice.csv,0.96,0.8,0.97,0.86,0.97,0.94,0.93
olap-navigator.csv,0.53,0.48,0.5,0.8,0.49,0.45,0.68
pidgin.csv,0.46,0.35,0.4,0.58,0.39,0.42,0.35
sepgsql.csv,0.95,0.77,0.96,0.75,0.96,0.92,0.0
