,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.31,0.11,0.62,0.86,0.85
google-gears.csv,0.31,0.25,0.29,0.47,0.87
httpcontentparser.csv,0.32,0.31,0.0,1.0,0.95
qse.csv,0.28,0.16,0.0,0.76,0.92
xmemcached.csv,0.67,0.06,0.19,0.39,0.74
