,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.68,0.44,0.0,0.82,0.54,0.57,0.63,0.57,0.67,1.0,0.64,0.41
miranda-icq.csv,0.16,0.52,0.14,0.36,0.23,0.13,0.32,0.46,0.01,0.0,0.29,0.19
pclasses.csv,0.0,0.52,0.0,0.08,0.06,0.02,0.08,0.0,0.0,0.0,0.13,0.78
pfaedit.csv,0.02,0.17,0.0,0.24,0.03,0.02,0.29,0.3,0.22,0.0,0.32,0.09
rockbox.csv,0.18,0.52,0.07,0.3,0.14,0.04,0.42,0.14,0.55,0.0,0.24,0.0
theresa.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
thrust.csv,0.27,0.17,0.28,0.42,0.57,0.02,0.16,0.17,0.29,0.0,0.28,0.09
tktoolkit.csv,0.82,0.71,0.31,0.9,0.89,1.0,0.92,0.0,0.43,1.0,0.67,1.0
trinitycore.csv,0.29,0.25,0.03,0.42,0.11,0.15,0.11,0.23,0.14,0.0,0.01,0.19
tzod.csv,0.12,0.0,0.1,0.36,0.37,0.21,0.53,0.48,0.33,0.0,0.33,0.25
yaprm.csv,0.54,0.38,0.72,0.3,0.49,0.47,0.0,0.32,0.36,0.0,0.45,0.5
