,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.28,0.48,1.0,0.13,0.74,0.34,0.63,0.16,0.37,0.82,0.38,0.48
miranda-icq.csv,0.1,0.42,0.27,0.17,0.47,0.23,0.19,0.22,0.93,0.45,0.36,0.28
pclasses.csv,1.0,0.49,0.0,0.44,0.07,0.0,0.18,0.0,0.0,0.05,0.46,0.34
pfaedit.csv,0.29,0.33,0.26,0.24,0.97,0.0,0.4,0.27,0.27,0.37,0.34,0.37
rockbox.csv,0.17,0.54,0.35,0.11,0.45,0.0,0.44,0.24,0.25,0.46,0.3,1.0
theresa.csv,0.0,0.07,0.0,1.0,0.04,0.0,0.0,0.0,0.04,0.01,0.04,0.0
thrust.csv,0.07,0.06,0.37,0.22,0.68,0.91,0.21,0.28,0.17,0.44,0.39,0.31
tktoolkit.csv,0.32,0.49,0.31,0.12,0.64,0.42,0.67,0.88,0.29,0.96,0.39,0.52
trinitycore.csv,0.36,0.19,0.05,0.08,0.41,0.08,0.22,0.16,0.22,0.27,0.96,0.33
tzod.csv,0.29,0.98,0.56,0.25,0.6,0.07,0.57,0.22,0.36,0.71,0.39,0.36
yaprm.csv,0.29,0.55,0.37,0.29,0.35,0.47,0.99,0.32,0.34,0.63,0.36,0.48
