,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.73,0.62,0.0,0.82,0.58,0.74,0.68,0.81,0.74,1.04,0.72,0.62
miranda-icq.csv,0.92,0.71,0.84,0.49,0.69,0.83,0.92,0.67,0.12,0.71,0.65,0.81
pclasses.csv,0.0,0.64,1.0,0.34,0.96,1.0,0.9,1.0,1.0,0.97,0.6,0.94
pfaedit.csv,0.82,0.76,0.85,0.41,0.05,1.0,0.74,0.6,0.78,0.78,0.68,0.74
rockbox.csv,0.84,0.6,0.78,0.73,0.7,1.0,0.73,0.75,0.84,0.7,0.73,0.0
theresa.csv,1.0,0.96,1.0,0.0,0.98,1.0,1.0,1.0,0.98,0.99,0.98,1.0
thrust.csv,0.95,0.98,0.78,0.42,0.64,0.12,0.88,0.68,0.88,0.72,0.61,0.8
tktoolkit.csv,0.82,0.75,0.84,0.9,0.92,1.0,0.92,0.22,0.75,1.0,0.72,1.0
trinitycore.csv,0.54,0.89,0.98,0.79,0.73,0.95,0.87,0.82,0.84,0.85,0.04,0.76
tzod.csv,0.74,0.04,0.59,0.36,0.59,0.96,0.65,0.68,0.66,0.44,0.61,0.73
yaprm.csv,0.65,0.53,0.98,0.3,0.87,0.55,0.03,0.51,0.68,0.54,0.65,0.65
