,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.73,0.56,1.0,1.0,0.8,0.53,0.76,0.43,0.67,0.7,0.69,0.53
miranda-icq.csv,0.09,0.52,0.17,0.67,0.35,0.18,0.14,0.52,0.88,0.29,0.42,0.21
pclasses.csv,1.0,0.63,0.0,0.67,0.04,0.0,0.11,0.0,0.0,0.03,0.42,0.47
pfaedit.csv,0.18,0.26,0.15,0.67,0.96,0.0,0.32,0.48,0.25,0.22,0.4,0.26
rockbox.csv,0.18,0.7,0.22,0.33,0.31,0.0,0.41,0.26,0.37,0.3,0.31,1.0
theresa.csv,0.0,0.04,0.0,1.0,0.02,0.0,0.0,0.0,0.02,0.01,0.02,0.0
thrust.csv,0.09,0.04,0.27,1.0,0.7,0.88,0.14,0.35,0.17,0.28,0.45,0.21
tktoolkit.csv,1.0,0.74,0.22,1.0,0.74,1.0,0.97,0.78,0.38,0.93,0.75,0.95
trinitycore.csv,0.55,0.15,0.02,0.33,0.28,0.06,0.14,0.22,0.17,0.15,0.96,0.26
tzod.csv,0.27,0.96,0.41,1.0,0.54,0.06,0.62,0.52,0.42,0.56,0.49,0.32
yaprm.csv,0.64,0.63,0.34,1.0,0.28,0.71,0.97,0.61,0.42,0.46,0.53,0.58
