,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,1.0,3.0,0.0,40.0,4.0,3.0,0.0,16.0,5.0,0.0,26.0,6.0
miranda-icq.csv,9.0,1.0,2.0,18.0,1.0,0.0,8.0,12.0,0.0,0.0,2.0,3.0
pclasses.csv,0.0,3.0,69.0,3.0,0.0,63.0,1.0,177.0,201.0,0.0,1.0,13.0
pfaedit.csv,0.0,3.0,0.0,11.0,0.0,63.0,3.0,3.0,1.0,0.0,12.0,0.0
rockbox.csv,0.0,2.0,0.0,14.0,1.0,63.0,3.0,11.0,1.0,0.0,7.0,0.0
theresa.csv,66.0,0.0,69.0,0.0,0.0,63.0,74.0,177.0,3.0,0.0,0.0,50.0
thrust.csv,12.0,6.0,0.0,20.0,7.0,0.0,2.0,2.0,1.0,0.0,6.0,2.0
tktoolkit.csv,1.0,10.0,0.0,44.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,15.0
trinitycore.csv,6.0,4.0,1.0,20.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,5.0
tzod.csv,5.0,0.0,2.0,17.0,3.0,10.0,1.0,1.0,2.0,0.0,5.0,4.0
yaprm.csv,1.0,6.0,0.0,14.0,10.0,0.0,0.0,3.0,2.0,0.0,7.0,9.0
