,fido.csv,poormans.csv,hibernate.csv,ninject.csv,geogebra.csv,fluent-nhibernate.csv,uface.csv
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.94
fluent-nhibernate.csv,0.0,1.0,0.43,0.5,0.37,0.46,0.91
geogebra.csv,0.06,0.54,0.43,1.0,0.65,0.38,0.95
hibernate.csv,0.0,0.39,0.55,0.27,0.46,0.2,0.93
ninject.csv,0.02,0.34,0.31,0.38,0.29,0.11,0.92
poormans.csv,0.07,0.69,0.53,0.6,0.56,0.47,0.96
uface.csv,0.04,0.25,0.35,0.09,0.24,0.1,0.95
