,fido.csv,poormans.csv,hibernate.csv,ninject.csv,geogebra.csv,fluent-nhibernate.csv,uface.csv
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.19
fluent-nhibernate.csv,0.0,0.22,0.17,0.24,0.15,0.4,0.23
geogebra.csv,0.7,0.6,0.47,0.24,0.39,0.78,0.61
hibernate.csv,0.0,0.3,0.25,0.64,0.28,0.74,0.42
ninject.csv,0.28,0.63,0.42,0.64,0.46,0.62,0.49
poormans.csv,0.29,0.58,0.26,0.65,0.44,0.58,0.24
uface.csv,0.45,0.57,0.66,0.27,0.48,0.4,0.96
