,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.58,0.1,0.11,0.49,0.52,0.59,0.35,0.44,0.25,0.56,0.52,0.47,0.28,0.35,0.16,0.28,0.0,0.41,0.32
autat.csv,0.58,0.36,0.06,0.1,0.07,0.16,0.0,0.22,0.0,0.0,0.36,0.29,0.09,0.0,0.01,0.02,0.27,0.18,0.32
brlcad.csv,0.29,0.04,0.61,0.18,0.16,0.55,0.32,0.33,0.5,0.49,0.0,0.1,0.38,0.77,0.35,0.53,0.69,0.4,0.53
delphilhlplib.csv,0.88,0.43,0.0,0.86,0.73,0.38,0.87,0.56,0.5,0.59,0.12,0.86,1.0,0.72,0.92,0.81,0.69,0.69,0.89
exordium.csv,0.17,0.32,0.17,0.18,0.0,0.33,0.23,0.44,0.0,0.37,0.14,0.22,0.21,0.39,0.1,0.19,0.31,0.29,0.16
fltk.csv,0.62,0.45,0.5,0.07,0.3,0.48,0.16,0.44,0.0,0.4,0.95,0.29,0.26,0.13,0.17,0.06,0.16,0.32,0.11
google-web-toolkit.csv,0.21,0.44,0.17,0.51,0.29,0.44,0.39,0.22,0.75,0.56,0.4,0.31,0.23,0.13,0.17,0.15,0.33,0.01,0.26
gzigzag.csv,0.46,0.21,0.22,0.5,0.48,0.01,0.48,0.56,0.5,0.24,0.05,0.41,0.34,0.38,0.32,0.55,0.38,0.39,0.47
irrlicht.csv,0.92,0.84,0.11,0.79,0.88,0.47,0.42,1.0,0.75,0.78,0.5,0.0,1.0,0.86,0.77,0.94,0.75,0.56,0.74
mimosa.csv,0.92,0.71,0.83,0.56,0.75,0.67,0.87,0.67,1.0,0.69,0.02,0.8,0.91,0.77,0.74,0.68,0.85,0.57,0.84
mptvseries.csv,0.75,0.61,0.22,0.27,0.45,0.41,0.0,0.44,1.0,0.37,0.19,0.25,0.13,0.34,0.21,0.13,0.4,0.35,0.42
ogre.csv,0.92,0.99,0.94,1.0,0.91,1.0,0.87,1.0,0.0,1.0,1.0,1.0,0.96,0.99,1.0,1.0,1.0,0.97,0.95
openfrag.csv,0.83,0.8,0.78,0.72,0.52,0.51,0.55,0.89,0.5,0.43,0.83,0.43,0.68,0.61,0.28,0.06,0.36,0.74,0.58
qdvdauthor.csv,0.75,0.54,0.44,0.67,0.73,0.43,0.65,0.22,1.0,0.38,0.19,0.63,0.94,0.48,0.42,0.36,0.67,0.41,0.0
qse.csv,0.75,0.59,0.22,0.36,0.41,0.44,0.32,0.78,0.5,0.12,0.14,0.43,0.0,0.31,0.32,0.28,0.45,0.54,0.58
sauerbraten.csv,0.0,0.46,0.28,0.25,0.34,0.22,0.13,0.33,0.5,0.15,0.14,0.29,0.81,0.04,0.05,0.09,0.13,0.27,0.21
toped.csv,0.83,0.63,0.67,0.89,0.82,0.39,0.52,0.0,1.0,0.88,0.74,0.84,0.96,0.39,0.75,0.11,0.51,0.58,0.68
truevision.csv,0.83,0.56,0.33,0.28,0.46,0.61,0.45,0.78,0.5,0.53,0.33,0.35,0.47,0.01,0.35,0.96,0.51,0.48,0.58
zoolib.csv,0.12,0.02,0.06,0.05,0.11,0.1,0.06,0.11,0.0,0.1,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.05
