,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.67,0.07,0.17,0.62,0.42,0.66,0.63,0.49,0.41,0.69,0.68,0.53,0.46,0.58,0.39,0.39,0.97,0.54,0.5
autat.csv,0.82,0.11,0.13,0.32,0.42,0.31,0.21,0.29,0.02,0.94,0.32,0.29,0.4,0.03,0.03,0.17,0.19,0.18,0.28
brlcad.csv,0.15,0.75,0.7,0.13,0.16,0.66,0.47,0.37,0.76,0.25,0.16,0.27,0.43,0.45,0.52,0.47,0.39,0.44,0.45
delphilhlplib.csv,0.74,0.83,1.0,0.9,0.84,0.48,0.95,0.71,0.78,0.62,0.42,0.84,1.0,0.84,0.97,0.83,0.72,0.71,0.85
exordium.csv,0.03,0.27,0.15,0.16,1.0,0.45,0.21,0.31,0.26,0.5,0.16,0.2,0.2,0.21,0.19,0.18,0.16,0.3,0.05
fltk.csv,0.85,0.46,0.47,0.92,0.74,0.59,0.58,0.71,0.17,0.56,0.92,0.46,0.8,0.37,0.55,0.56,0.61,0.49,0.5
google-web-toolkit.csv,0.33,0.61,0.43,0.73,0.53,0.66,0.42,0.35,0.21,0.5,0.53,0.2,0.29,0.13,0.32,0.35,0.51,0.97,0.32
gzigzag.csv,0.51,0.1,0.25,0.48,0.53,0.93,0.68,0.33,0.43,0.19,0.26,0.34,0.74,0.32,0.13,0.48,0.21,0.47,0.3
irrlicht.csv,0.97,0.84,0.51,0.9,0.95,0.72,0.74,0.75,0.87,0.75,0.82,0.99,0.97,0.95,0.9,0.95,0.91,0.62,0.7
mimosa.csv,0.95,0.72,0.91,0.69,1.0,0.72,0.79,0.75,0.79,0.75,0.97,0.91,0.8,0.79,0.84,0.76,0.91,0.63,0.95
mptvseries.csv,0.95,0.82,0.58,0.56,0.84,0.52,0.95,0.59,0.29,0.31,0.5,0.42,0.71,0.61,0.52,0.45,0.39,0.39,0.45
ogre.csv,1.0,0.99,0.92,1.0,0.95,1.0,1.0,0.94,1.0,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.97,0.97,0.98
openfrag.csv,0.95,0.78,0.75,0.95,0.74,0.66,0.84,0.9,0.42,0.75,0.95,0.64,0.86,0.68,0.39,0.97,0.78,0.85,0.88
qdvdauthor.csv,0.51,0.6,0.43,0.6,0.74,0.38,0.74,0.33,0.4,0.31,0.29,0.51,0.89,0.34,0.45,0.59,0.73,0.4,0.98
qse.csv,0.82,0.71,0.38,0.6,0.84,0.66,0.53,0.73,0.21,0.19,0.58,0.41,0.97,0.53,0.45,0.47,0.46,0.49,0.52
sauerbraten.csv,0.9,0.31,0.3,0.56,0.53,0.34,0.47,0.61,0.1,0.12,0.37,0.31,0.71,0.26,0.32,0.32,0.24,0.21,0.25
toped.csv,0.67,0.4,0.81,0.85,0.89,0.55,0.79,0.98,0.39,0.94,0.92,0.86,0.97,0.53,0.74,0.45,0.75,0.71,0.85
truevision.csv,0.95,0.83,0.72,0.54,0.89,0.79,0.74,0.65,0.24,0.44,0.58,0.5,0.74,0.95,0.71,1.0,0.58,0.6,0.48
zoolib.csv,0.54,0.05,0.11,0.31,0.21,0.17,0.32,0.18,0.02,0.06,0.03,0.09,0.09,0.11,0.68,0.09,0.15,0.08,0.18
