,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.82,0.96,0.87,0.8,0.08,1.0,1.0,0.7
cities3d.csv,0.8,0.08,0.85,0.81,0.74,1.0,0.93,0.97
img-browse-sort.csv,0.57,0.45,0.67,0.52,0.72,0.08,1.03,0.73
levent.csv,0.8,0.84,0.02,0.76,1.03,0.53,1.01,0.47
pnotepad.csv,0.73,0.73,0.61,0.54,0.74,0.87,0.89,0.02
selenium.csv,0.05,0.5,0.59,0.48,0.97,0.44,0.85,0.68
somap.csv,0.93,1.0,1.0,0.96,1.0,0.98,0.01,1.0
xemeiah.csv,0.59,0.4,0.67,0.03,0.88,0.67,0.82,0.75
