,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.9,0.97,0.92,0.69,0.98,1.0,0.94,0.94
cities3d.csv,0.62,0.92,0.51,0.42,0.75,0.0,0.58,0.62
img-browse-sort.csv,0.55,0.68,0.33,0.51,0.34,0.92,0.39,0.27
levent.csv,0.75,0.86,0.98,0.79,0.67,1.0,0.89,0.75
pnotepad.csv,0.9,0.86,0.53,0.87,0.63,0.77,0.68,0.98
selenium.csv,0.95,0.59,0.45,0.69,0.21,0.62,0.47,0.35
somap.csv,0.88,1.0,1.0,0.88,1.0,0.92,0.99,1.0
xemeiah.csv,0.48,0.65,0.35,0.97,0.2,0.38,0.19,0.31
