,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.68,0.16,0.79,0.54,0.98,0.41,0.93,0.9
cities3d.csv,0.55,0.94,0.56,0.4,0.77,0.0,0.71,0.69
img-browse-sort.csv,0.59,0.27,0.48,0.59,0.48,0.92,0.53,0.43
levent.csv,0.62,0.16,0.99,0.6,0.69,0.57,0.9,0.82
pnotepad.csv,0.71,0.18,0.62,0.7,0.69,0.36,0.78,0.99
selenium.csv,0.97,0.25,0.58,0.65,0.31,0.55,0.62,0.51
somap.csv,0.65,0.16,0.81,0.59,0.87,0.39,0.99,0.91
xemeiah.csv,0.56,0.34,0.49,0.98,0.31,0.36,0.32,0.45
