,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.17,0.57,0.24,0.5,0.62,0.62,0.21,0.41,0.29,0.71,0.23,0.19,0.59,0.0,0.6,0.64,0.71,0.64,0.54,0.14
autofac.csv,0.46,0.48,0.21,0.79,0.31,0.45,0.6,0.5,0.35,0.6,0.41,0.56,0.47,0.73,0.58,0.66,0.5,0.58,0.54,0.7
avisynth2.csv,0.25,0.31,0.24,0.17,0.0,0.04,0.15,0.04,0.12,0.0,0.0,0.29,0.18,0.99,0.0,0.05,0.15,0.52,0.01,0.0
azureus.csv,0.74,0.5,0.46,0.54,0.45,0.64,0.46,0.45,0.5,0.73,0.32,0.79,0.74,0.09,0.52,0.32,0.65,0.61,0.53,0.68
coot.csv,0.0,0.14,0.0,0.17,0.34,0.47,0.35,0.53,0.54,0.63,0.51,0.53,0.36,0.0,0.29,0.17,0.24,0.0,0.54,0.68
dsworkbench.csv,0.33,0.8,0.82,0.17,0.06,0.06,0.07,0.19,0.4,0.15,0.12,0.23,0.21,0.0,0.17,0.56,0.28,0.34,0.09,0.1
forester-atv.csv,0.55,0.77,0.48,0.35,0.2,0.38,0.33,0.17,0.66,0.29,0.44,0.54,0.54,0.66,0.34,0.22,0.28,0.65,0.13,0.46
freelords.csv,0.72,0.09,0.74,0.64,0.51,0.62,0.71,0.49,0.6,0.75,0.55,0.33,0.46,0.6,0.69,0.73,0.5,0.66,0.45,0.67
gabel.csv,0.01,0.49,0.55,0.5,0.21,0.28,0.68,0.4,0.45,0.86,0.7,0.45,0.64,0.37,0.33,0.43,0.56,0.15,0.21,0.02
geotools.csv,0.68,0.66,0.58,0.59,0.44,0.47,0.54,0.48,0.6,0.62,0.58,0.53,0.17,0.61,0.47,0.73,0.61,0.59,0.35,0.48
gephex.csv,0.26,0.36,0.24,0.45,0.59,0.65,0.61,0.52,0.51,0.52,0.32,0.36,0.17,0.0,0.39,0.0,0.69,0.61,0.68,0.46
google-collections.csv,0.84,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.17,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jpaul.csv,0.4,0.56,0.33,0.25,0.0,0.07,0.82,0.17,0.44,0.29,0.44,0.4,0.1,0.0,0.33,0.5,0.3,0.46,0.0,0.0
mycila.csv,0.0,0.27,0.59,0.45,0.0,0.16,0.45,0.43,0.23,0.49,0.8,0.64,0.59,0.69,0.59,0.28,0.62,0.37,0.34,0.57
neodatis-odb.csv,0.0,0.44,0.32,0.54,0.18,0.17,0.43,0.69,0.34,0.38,0.45,0.52,0.21,0.56,0.45,0.18,0.3,0.07,0.53,0.56
octet.csv,0.57,0.48,0.48,0.55,0.39,0.29,0.32,0.42,0.29,0.42,0.33,0.42,0.57,0.38,0.86,0.67,0.55,0.15,0.61,0.56
pokenetonline.csv,0.23,0.45,0.24,0.53,0.54,0.62,0.55,0.53,0.67,0.63,0.59,0.33,0.73,0.47,0.81,0.83,0.66,0.77,0.63,0.55
scenemonitor.csv,0.43,0.62,0.63,0.54,0.41,0.65,0.66,0.49,0.8,0.8,0.23,0.72,0.26,0.94,0.33,0.63,0.59,0.5,0.36,0.61
servicestack.csv,0.05,0.58,0.19,0.17,0.0,0.05,0.07,0.23,0.06,0.0,0.12,0.15,0.18,0.7,0.17,0.18,0.11,0.77,0.0,0.0
twostep.csv,0.02,0.71,0.59,0.5,0.46,0.47,0.74,0.49,0.62,0.83,0.64,0.7,0.68,0.54,0.59,0.89,0.65,0.77,0.53,0.63
