,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.81,0.76,0.58,0.95,0.49,0.54,0.74,0.26,0.83,0.66,0.45,0.75,0.83,0.93,0.4,0.5,0.62
amygdala.csv,0.41,0.45,0.77,0.73,0.51,0.67,0.73,0.67,0.64,0.42,0.91,0.49,0.5,0.97,0.83,0.89,0.58
chrysalis.csv,0.48,0.5,0.61,0.39,0.52,0.54,0.55,0.97,0.55,0.52,0.45,0.92,0.45,0.51,0.34,0.38,0.38
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.83,0.0,0.89,0.0,0.0,0.83,0.83
hydrate.csv,0.89,0.92,0.41,0.5,0.5,0.8,0.67,0.87,0.54,0.86,0.44,0.44,0.57,0.94,0.37,0.4,0.36
ivef-sdk.csv,0.44,0.49,0.56,0.47,0.54,0.61,0.7,0.0,0.45,0.5,0.8,0.55,0.91,0.78,0.47,0.0,0.5
jmri.csv,0.53,0.59,0.54,0.64,0.54,0.79,0.51,0.97,0.64,0.65,0.75,0.65,0.8,0.5,0.35,0.64,0.38
jython.csv,0.41,0.54,0.78,0.46,0.47,0.44,0.43,0.97,0.56,0.48,0.54,0.49,0.68,0.72,0.35,0.52,0.4
kdenlive.csv,0.4,0.46,0.4,0.39,0.4,0.55,0.5,0.26,0.43,0.46,0.4,0.4,0.39,0.58,0.41,0.37,0.34
opentibia.csv,0.44,0.45,0.57,0.91,0.51,0.0,0.45,0.95,0.86,0.88,0.68,0.6,0.48,0.65,0.41,0.41,0.83
projectfactory.csv,0.0,0.5,0.68,0.0,0.8,0.83,0.62,0.89,0.52,0.8,0.76,0.71,0.7,0.88,0.61,0.71,0.48
runuomondains.csv,0.41,0.44,0.42,0.45,0.42,0.41,0.52,0.97,0.37,0.47,0.73,0.49,0.5,0.61,0.35,0.5,0.43
somap.csv,0.44,0.46,0.38,0.43,0.4,0.51,0.48,0.26,0.41,0.41,0.44,0.38,0.43,0.43,0.34,0.37,0.35
taverna.csv,0.75,0.71,0.63,0.83,0.72,0.69,0.67,0.25,0.48,0.83,0.56,0.68,0.59,0.59,0.86,0.79,0.9
tigermud.csv,0.91,0.89,0.44,0.8,0.57,0.97,0.89,0.95,0.83,0.95,0.71,0.43,0.57,0.4,0.47,0.39,0.69
x-ray-mule.csv,0.93,0.92,0.99,0.71,0.69,0.0,0.92,0.0,0.53,0.82,0.0,0.75,0.89,0.96,0.93,0.5,0.92
