,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.22,0.62,0.68,0.38,0.03,0.59,0.5
glelite.csv,0.45,0.19,0.71,0.59,0.79,0.41,0.98
moving-pictures.csv,0.47,0.16,0.41,0.65,0.19,0.35,0.47
plearn.csv,0.53,0.27,0.2,0.46,0.54,0.3,0.74
re2c.csv,0.33,0.92,0.47,0.58,0.48,0.52,0.48
rebecca-aiml.csv,0.44,0.22,0.67,0.64,0.57,0.76,0.7
xfce.csv,0.46,0.13,0.43,0.55,0.72,0.45,0.78
