,awemud.csv,liferea.csv,go.csv,kwave.csv,dvd-create.csv,gbif-indexingtoolkit.csv,mpgravity.csv,clamav.csv,linux-ntfs.csv,libarchive.csv
awemud.csv,0.0,0.57,0.33,0.59,0.39,0.42,0.0,0.33,0.41,0.26
clamav.csv,0.33,0.34,0.42,0.5,0.44,0.36,0.68,0.0,0.45,0.31
dvd-create.csv,0.83,0.75,0.8,0.68,0.0,0.56,0.59,0.67,0.83,0.69
gbif-indexingtoolkit.csv,0.0,0.05,0.07,0.02,0.11,0.0,0.0,0.17,0.0,0.12
go.csv,0.63,0.7,0.0,0.46,0.22,0.78,0.02,0.31,0.69,0.41
kwave.csv,0.23,0.57,0.73,0.0,0.39,0.32,0.37,0.47,0.31,0.59
libarchive.csv,0.13,0.39,0.29,0.36,0.39,0.6,0.12,0.42,0.38,0.0
liferea.csv,0.13,0.0,0.2,0.25,0.33,0.24,0.0,0.28,0.17,0.06
linux-ntfs.csv,0.33,0.32,0.31,0.41,0.33,0.24,0.17,0.22,0.0,0.21
mpgravity.csv,0.1,0.3,0.33,0.57,0.5,0.38,0.0,0.61,0.41,0.38
