,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.74,0.0,0.0,0.14
repositorium.csv,0.17,0.46,0.08,0.41
simplewebservices.csv,0.4,0.17,0.41,0.62
xbg.csv,0.0,0.15,0.45,0.37
