,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,13.0,7.0,4.0,5.0,0.0,6.0,6.0,1.0,2.0,2.0,49.0
elateportal.csv,7.0,4.0,12.0,1.0,6.0,2.0,2.0,0.0,1.0,22.0,0.0
etics.csv,9.0,6.0,0.0,4.0,5.0,4.0,9.0,5.0,0.0,2.0,1.0
lockss.csv,92.0,0.0,4.0,6.0,8.0,0.0,0.0,0.0,0.0,2.0,49.0
pcgen.csv,4.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0
personalaccess.csv,16.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
pydev.csv,3.0,4.0,1.0,14.0,3.0,19.0,2.0,2.0,0.0,0.0,1.0
rhex.csv,0.0,0.0,12.0,5.0,3.0,6.0,6.0,1.0,2.0,2.0,2.0
stuproa-cims.csv,12.0,7.0,0.0,5.0,12.0,1.0,0.0,0.0,2.0,1.0,2.0
uclmda.csv,16.0,4.0,0.0,0.0,12.0,8.0,7.0,0.0,0.0,0.0,2.0
wgs-assembler.csv,1.0,0.0,0.0,15.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0
