,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.1,0.15,0.13,0.0,0.03,0.07
arsenal-1.csv,0.6,0.55,0.0,0.61,0.69,0.43
barracudamvc.csv,0.0,0.85,0.97,0.71,0.89,0.95
mevenide.csv,0.15,0.45,0.32,0.23,0.11,0.0
mumble.csv,0.45,0.39,0.29,0.16,0.0,0.23
openintents.csv,0.4,0.0,0.48,0.29,0.22,0.45
