,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.92,0.5,0.6,1.0,0.6,0.45
arsenal-1.csv,0.87,0.4,1.0,0.52,0.32,0.25
barracudamvc.csv,1.0,0.42,0.45,0.45,0.28,0.23
mevenide.csv,0.92,0.44,0.5,0.59,0.63,1.0
mumble.csv,0.84,0.57,0.44,0.71,1.0,0.29
openintents.csv,0.85,1.0,0.4,0.62,0.44,0.22
