,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv
benojt.csv,0.85,1.0,1.0,0.01,0.97,0.96,0.99
chrysalis.csv,0.46,0.46,0.74,0.7,0.35,0.69,0.24
jahshaka.csv,0.48,0.27,0.82,0.47,0.58,0.82,0.55
jam-daq.csv,0.6,0.91,0.7,0.47,0.44,0.39,0.89
jatlas.csv,0.77,0.68,0.81,0.56,0.15,0.62,0.61
jedit.csv,0.29,1.0,0.68,1.0,0.96,1.0,0.87
open-media-library.csv,0.72,0.56,0.44,0.75,0.37,0.62,1.0
