,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,0.58,0.67,0.38,0.63,0.59,0.59,0.46,0.6,0.57,0.67,0.89,0.6,0.92
autofac.csv,0.45,0.41,0.52,0.63,0.45,0.44,0.41,0.55,0.72,0.48,0.42,0.75,0.49
coot.csv,0.42,0.55,0.82,0.63,0.6,0.86,0.62,0.73,0.54,0.57,0.53,0.62,0.67
dsworkbench.csv,0.5,0.42,0.59,0.54,0.48,0.83,0.72,0.64,0.53,0.86,0.93,0.97,0.79
emono.csv,0.71,0.68,0.89,0.9,0.77,0.93,0.72,0.88,0.67,0.58,0.59,0.53,0.48
exist.csv,0.75,0.57,0.73,0.62,0.69,0.48,0.45,0.89,0.57,0.49,0.4,0.57,0.43
freelords.csv,0.43,0.53,0.44,0.43,0.44,0.6,0.58,0.56,0.52,0.55,0.49,0.52,0.72
google-collections.csv,0.39,0.36,0.32,0.38,0.45,0.4,0.34,0.45,0.5,0.43,0.45,0.43,0.36
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
jpaul.csv,0.52,0.41,0.8,0.92,0.65,0.64,0.61,0.89,0.75,0.85,0.89,0.88,0.35
neodatis-odb.csv,0.64,0.5,0.47,0.96,0.92,0.76,0.54,0.75,0.85,0.94,0.86,0.95,0.8
octet.csv,0.84,0.51,0.82,0.71,0.62,0.86,0.43,0.86,0.7,0.71,0.64,0.97,0.57
thedata.csv,0.5,0.92,0.75,0.75,0.92,0.62,0.71,0.73,0.73,0.5,0.46,0.49,0.75
