,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.86,0.24,0.41,0.8,0.58,0.44,0.05,0.62,0.72,0.65,0.57,0.89,0.0,0.24,0.05,0.53,0.33,0.0,0.25
beast-mcmc.csv,0.71,0.67,0.77,0.58,0.5,0.66,0.64,0.44,0.52,0.67,0.74,0.72,0.64,0.83,0.92,0.84,0.53,0.91,0.5
bigdata.csv,0.3,0.35,0.36,0.47,0.53,0.25,1.0,0.24,0.04,0.2,0.79,0.38,0.27,0.17,0.0,0.47,0.27,1.0,0.25
codesmith.csv,0.65,0.73,0.51,0.88,0.78,0.87,0.95,0.9,0.08,0.81,0.53,0.43,0.86,0.59,0.57,0.84,0.84,0.86,1.0
coot.csv,0.36,0.67,0.56,0.66,0.03,0.42,0.59,0.37,0.48,0.37,0.46,0.02,0.0,0.83,0.7,0.37,0.31,0.0,0.5
cuberok.csv,0.55,0.27,0.46,0.38,0.69,0.48,0.73,0.33,0.48,0.43,0.63,0.62,1.0,0.83,0.3,0.63,0.17,0.74,0.5
icescrum.csv,0.71,0.35,0.46,0.53,0.31,0.57,0.45,0.7,0.52,0.41,0.43,0.55,0.18,0.48,0.45,0.84,0.19,0.46,0.25
jbasic.csv,0.83,0.49,0.49,0.88,0.69,0.81,0.45,0.78,0.96,0.93,0.4,0.81,0.91,0.93,0.85,0.89,0.36,0.89,0.75
jrefactory.csv,0.44,0.73,0.69,0.47,0.22,0.38,0.59,0.24,0.4,0.26,0.24,0.49,0.5,0.62,0.7,0.53,0.91,0.4,0.75
jsecurity.csv,0.26,0.37,0.62,0.2,0.47,0.42,0.36,0.17,0.2,0.26,0.24,0.43,0.14,0.03,0.68,0.11,0.72,0.49,0.25
kolmafia.csv,0.8,0.9,0.92,0.64,0.58,0.74,0.95,0.81,1.0,0.87,0.76,0.72,0.55,1.0,0.85,1.0,0.31,0.69,0.75
libopenmetaverse.csv,0.97,1.0,1.0,1.0,0.58,1.0,0.77,1.0,0.96,0.85,1.0,0.68,0.27,1.0,1.0,1.0,0.69,0.83,1.0
mevenide.csv,0.26,0.25,0.15,0.16,0.14,0.23,0.32,0.22,0.28,0.17,0.25,0.11,0.14,0.72,0.22,0.37,0.06,0.2,0.25
mobicents.csv,0.85,0.55,0.49,0.58,0.53,0.67,0.86,1.0,0.8,0.74,0.66,0.87,0.91,0.59,0.9,0.79,0.17,0.74,0.75
opendvr.csv,0.65,0.39,0.46,0.45,0.92,0.59,0.36,0.49,0.4,0.85,0.61,0.98,0.55,0.14,0.5,0.58,0.34,0.69,0.25
power-architect.csv,0.82,0.76,0.97,0.81,0.94,0.8,1.0,0.4,0.72,0.74,0.86,1.0,1.0,0.79,1.0,0.84,1.0,1.0,0.5
sidekar.csv,0.0,0.0,0.0,0.81,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0
ta3d.csv,0.26,0.33,0.18,0.52,0.06,0.28,1.0,0.38,0.48,0.37,0.3,0.51,0.0,0.28,0.08,0.32,0.11,0.57,0.75
thedata.csv,0.67,0.59,0.44,0.78,0.5,0.66,0.59,0.86,0.64,0.76,0.63,0.83,0.45,0.45,0.8,0.32,0.33,0.97,1.0
