,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.26,0.71,0.56,0.0,0.37,0.0
jlinalg.csv,0.77,0.53,0.46,0.32,0.87,0.36
knowledge.csv,0.79,0.56,0.51,0.88,0.64,0.36
massiv.csv,0.17,0.13,0.0,0.0,0.99,0.02
playerstage.csv,0.49,0.49,0.73,0.76,0.53,0.6
ultimairis.csv,0.55,0.6,0.65,0.64,0.64,0.64
