,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.95,0.52,0.52,0.51
neoengine.csv,0.47,0.57,0.64,0.58
omseek.csv,0.87,0.42,0.76,0.94
pcsx2.csv,0.51,0.43,0.4,0.71
