,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.82,0.46,0.42,0.29,0.34,0.31,0.3
bibedt.csv,0.7,0.78,0.64,0.47,0.37,0.64,0.22
fulguro.csv,0.68,0.0,0.3,0.62,0.34,0.96,0.33
glelite.csv,0.68,0.78,0.28,0.59,0.48,0.98,0.25
go.csv,0.73,0.76,0.38,0.4,0.48,0.75,0.21
libmesh.csv,0.0,0.15,0.18,0.49,0.61,0.0,0.15
moving-pictures.csv,0.72,0.48,0.34,0.69,0.19,0.51,0.26
