,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.54,0.63,0.74,0.12,0.7,0.22,0.46,0.52,0.52,0.92,0.56,0.67,0.38,0.97
doomlegacy.csv,0.38,0.55,0.68,0.12,0.54,0.09,0.52,0.37,0.49,0.84,0.41,0.28,0.23,0.95
empserver.csv,0.42,0.49,0.69,0.09,0.73,0.14,0.49,0.38,0.58,0.77,0.4,0.39,0.24,0.96
fritzing.csv,0.49,0.67,0.75,0.06,0.55,0.33,0.36,0.43,0.59,0.76,0.38,0.55,0.34,0.97
ifmo-game-1.csv,0.32,0.5,0.79,0.24,0.48,0.0,0.29,1.0,0.26,1.0,0.33,0.0,0.18,1.0
jparsec.csv,0.45,0.32,0.63,0.08,0.52,0.1,0.27,0.63,0.43,0.73,0.27,0.39,0.24,0.96
lmms.csv,0.49,0.53,0.77,0.06,0.51,0.12,0.29,0.42,0.42,0.83,0.46,0.52,0.33,0.95
lufa-lib.csv,0.68,0.64,0.72,0.02,0.71,0.12,0.34,0.37,0.63,0.78,0.23,0.26,0.48,0.92
pgui.csv,0.37,0.49,0.9,0.09,0.62,0.0,0.45,0.38,0.42,1.0,0.27,0.28,0.22,0.0
pi-qmc.csv,0.52,0.56,0.67,0.06,0.54,0.2,0.28,0.54,0.43,0.74,0.22,0.69,0.31,0.97
repositorium.csv,0.17,0.27,0.6,0.08,0.54,0.27,0.0,0.43,0.39,0.71,0.17,0.22,0.17,1.0
superwaba.csv,0.63,0.61,0.73,0.11,0.54,0.14,0.41,0.43,0.51,0.92,0.64,0.75,0.24,0.98
xapian.csv,0.36,0.5,0.67,0.1,0.62,0.17,0.36,0.35,0.45,0.75,0.53,0.22,0.23,0.97
zemljanka.csv,0.34,0.48,0.62,0.11,0.47,0.1,0.26,0.39,0.33,0.77,0.23,0.28,0.2,1.0
