,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,kvs.csv,ogrehg.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv,sandiaportals.csv,nativeclient.csv,miranda.csv
alpine.csv,0.04,0.24,0.0,0.01,0.0,0.01,0.06,0.0,0.05,0.0,0.19,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.49
badtrinity-zero.csv,0.27,0.03,0.62,0.72,0.65,0.82,0.96,1.0,0.78,0.18,0.01,0.73,0.63,0.14,0.5,0.88,0.83,0.14,0.94
boost.csv,0.34,0.44,0.62,0.34,0.15,0.5,0.38,0.17,0.52,0.45,0.37,0.44,0.7,0.23,0.33,0.35,0.45,0.24,0.6
critterding.csv,0.51,0.5,0.92,0.78,0.85,0.61,0.83,0.83,0.6,0.82,0.58,0.6,0.87,0.75,1.0,0.89,0.58,0.76,0.69
enzo.csv,0.84,0.76,0.85,1.0,1.0,0.83,0.83,0.92,0.91,0.91,0.82,0.95,0.87,0.92,1.0,0.91,0.83,0.97,0.88
etics.csv,0.0,0.29,0.38,0.2,0.1,0.23,0.47,0.25,0.01,0.27,0.27,0.27,0.57,0.15,0.33,0.23,0.13,0.06,0.85
fmri-dmt.csv,0.37,0.53,0.08,0.51,0.05,0.48,0.15,0.33,0.56,0.55,0.48,0.47,0.23,0.55,0.17,0.35,0.53,0.51,0.21
gusanos.csv,0.74,0.97,0.85,0.68,0.55,0.74,0.94,0.67,0.73,0.55,0.94,0.53,0.8,0.11,0.67,0.84,0.23,0.34,0.98
kftpgrabber.csv,0.0,0.35,0.15,0.22,0.2,0.24,0.57,0.25,0.16,0.09,0.51,0.31,0.67,0.17,0.17,0.18,0.0,0.02,0.83
kvs.csv,0.03,0.06,0.15,0.06,0.25,0.04,0.09,0.0,0.07,0.0,0.01,0.02,0.0,0.03,0.17,0.07,0.0,0.03,0.04
miranda.csv,0.27,0.12,0.54,0.44,0.5,0.74,0.74,0.58,0.43,0.36,0.03,0.49,0.6,0.12,0.5,0.72,0.72,0.2,0.89
modplug.csv,0.72,0.68,0.85,0.67,0.8,0.9,0.96,1.0,0.88,1.0,0.69,0.78,0.97,0.42,0.5,0.88,0.83,0.64,0.86
monetdb.csv,0.18,0.26,0.08,0.19,0.0,0.11,0.51,0.17,0.25,0.09,0.28,0.13,0.2,0.01,0.0,0.18,0.17,0.06,0.51
nativeclient.csv,0.77,0.47,0.77,0.73,0.85,0.81,0.87,0.92,0.6,1.0,0.34,0.75,0.7,0.63,0.67,0.82,0.74,0.8,0.86
ogrehg.csv,0.04,0.5,0.31,0.33,0.2,0.54,0.68,0.33,0.22,0.55,0.51,0.58,0.63,0.7,0.83,0.39,0.0,0.05,0.84
passwordsafe.csv,0.2,0.32,0.54,0.53,0.25,0.59,0.7,0.67,0.45,0.36,0.45,0.56,0.67,0.21,0.33,0.58,0.55,0.16,0.68
quarkplayer.csv,0.01,0.06,0.15,0.05,0.1,0.02,0.04,0.08,0.01,0.36,0.01,0.0,0.03,0.08,0.0,0.04,0.0,0.0,0.07
reactos-mirror.csv,0.58,0.59,1.0,0.57,0.5,0.68,0.7,0.67,0.56,0.55,0.64,0.71,0.8,0.55,0.67,0.56,1.0,0.73,1.0
sandiaportals.csv,0.78,0.82,0.77,0.51,0.1,0.77,0.81,0.58,0.85,0.91,0.91,0.67,0.93,0.48,0.17,0.6,0.96,0.57,0.9
