,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,0.2,0.46,0.51,0.68,0.75,1.0,0.52,0.63,0.59,0.28,0.48
gabel.csv,0.15,0.24,0.51,0.36,0.88,0.4,0.48,0.26,0.12,0.31,0.15
javaprofiler.csv,0.65,0.67,0.78,0.68,0.88,0.8,0.73,0.7,0.59,0.79,0.63
jmoney.csv,0.95,0.72,0.54,0.5,0.38,0.1,0.39,0.29,0.12,0.66,0.08
mycila.csv,0.95,0.87,0.43,0.95,0.88,0.8,0.77,0.92,0.29,1.0,0.37
neodatis-odb.csv,0.55,0.3,0.59,0.59,0.12,0.3,0.08,0.8,0.12,0.86,0.25
servicestack.csv,0.0,0.02,0.19,0.0,0.0,0.1,0.01,0.03,0.71,0.0,0.01
sqlpower-library.csv,1.0,0.74,0.65,0.95,1.0,0.7,0.95,0.76,0.76,0.97,0.69
synecdoche.csv,0.7,0.74,0.49,1.0,0.75,0.2,0.43,0.57,0.41,0.62,0.27
tmva.csv,0.85,1.0,0.89,0.68,0.88,0.9,0.76,0.93,0.94,0.38,0.6
unicase.csv,1.0,0.76,0.65,0.64,1.0,0.6,0.89,0.76,0.41,0.76,0.81
